entry,at,order
"-- starting hand #365  (No Limit Texas Hold'em) (dealer: ""adai @ U22kNJeD9r"") --",2020-11-26T03:07:30.688Z,160636005069000
"-- ending hand #364 --",2020-11-26T03:07:27.774Z,160636004777802
"""BDSuckout @ _9tNhnOi1R"" collected 2.50 from pot",2020-11-26T03:07:27.774Z,160636004777801
"Uncalled bet of 3.00 returned to ""BDSuckout @ _9tNhnOi1R""",2020-11-26T03:07:27.774Z,160636004777800
"""jeff @ yIm_yy1dY4"" folds",2020-11-26T03:07:26.964Z,160636004696500
"""adai @ U22kNJeD9r"" folds",2020-11-26T03:07:26.054Z,160636004605500
"""alex @ iZcKjjRQ7_"" folds",2020-11-26T03:07:25.148Z,160636004514900
"""ken @ Saixf2blen"" folds",2020-11-26T03:07:23.993Z,160636004399300
"""Ravi @ ox-gnCkjtQ"" folds",2020-11-26T03:07:23.168Z,160636004316800
"""josh @ Cg8enqeOhO"" folds",2020-11-26T03:07:22.319Z,160636004232000
"""Rahul @ _9MBM7fTzu"" folds",2020-11-26T03:07:16.435Z,160636003643600
"""BDSuckout @ _9tNhnOi1R"" raises to 4.00",2020-11-26T03:07:15.031Z,160636003503200
"""Austin @ J177rrX9xq"" folds",2020-11-26T03:07:12.727Z,160636003272800
"""Brandon @ Y9MvZ7Zi7i"" folds",2020-11-26T03:07:10.197Z,160636003019700
"""jeff @ yIm_yy1dY4"" posts a big blind of 1.00",2020-11-26T03:07:05.950Z,160636002595113
"""adai @ U22kNJeD9r"" posts a small blind of 0.50",2020-11-26T03:07:05.950Z,160636002595112
"Your hand is Q♦, 3♦",2020-11-26T03:07:05.950Z,160636002595106
"Player stacks: #1 ""BDSuckout @ _9tNhnOi1R"" (447.56) | #2 ""Rahul @ _9MBM7fTzu"" (107.05) | #3 ""josh @ Cg8enqeOhO"" (375.62) | #4 ""Ravi @ ox-gnCkjtQ"" (401.50) | #5 ""ken @ Saixf2blen"" (197.00) | #6 ""alex @ iZcKjjRQ7_"" (337.50) | #7 ""adai @ U22kNJeD9r"" (385.06) | #8 ""jeff @ yIm_yy1dY4"" (114.25) | #9 ""Brandon @ Y9MvZ7Zi7i"" (416.54) | #10 ""Austin @ J177rrX9xq"" (1078.81)",2020-11-26T03:07:05.950Z,160636002595101
"-- starting hand #364  (No Limit Texas Hold'em) (dealer: ""alex @ iZcKjjRQ7_"") --",2020-11-26T03:07:05.950Z,160636002595100
"""BDSuckout @ _9tNhnOi1R"" shows a 7♥, A♦.",2020-11-26T03:07:02.587Z,160636002258800
"""alex @ iZcKjjRQ7_"" shows a 8♥, 10♥.",2020-11-26T03:07:02.080Z,160636002208100
"-- ending hand #363 --",2020-11-26T03:07:01.598Z,160636002159902
"""alex @ iZcKjjRQ7_"" collected 91.00 from pot",2020-11-26T03:07:01.598Z,160636002159901
"Uncalled bet of 45.00 returned to ""alex @ iZcKjjRQ7_""",2020-11-26T03:07:01.598Z,160636002159900
"""Rahul @ _9MBM7fTzu"" folds",2020-11-26T03:07:00.792Z,160636002079300
"""alex @ iZcKjjRQ7_"" bets 45.00",2020-11-26T03:06:58.834Z,160636001883400
"turn: 2♥, K♠, 7♦ [9♣]",2020-11-26T03:06:51.553Z,160636001155500
"""Rahul @ _9MBM7fTzu"" calls 22.00",2020-11-26T03:06:50.733Z,160636001073400
"""alex @ iZcKjjRQ7_"" bets 22.00",2020-11-26T03:06:46.894Z,160636000689500
"flop:  [2♥, K♠, 7♦]",2020-11-26T03:06:41.483Z,160636000148400
"""Ravi @ ox-gnCkjtQ"" folds",2020-11-26T03:06:40.671Z,160636000067200
"""Rahul @ _9MBM7fTzu"" calls 20.00",2020-11-26T03:06:37.860Z,160635999786000
"""jeff @ yIm_yy1dY4"" folds",2020-11-26T03:06:36.092Z,160635999609500
"""adai @ U22kNJeD9r"" folds",2020-11-26T03:06:33.212Z,160635999321300
"""alex @ iZcKjjRQ7_"" raises to 20.00",2020-11-26T03:06:32.306Z,160635999230700
"""ken @ Saixf2blen"" folds",2020-11-26T03:06:23.835Z,160635998383600
"""Ravi @ ox-gnCkjtQ"" calls 3.00",2020-11-26T03:06:23.006Z,160635998300700
"""josh @ Cg8enqeOhO"" folds",2020-11-26T03:06:21.134Z,160635998113400
"""Rahul @ _9MBM7fTzu"" calls 3.00",2020-11-26T03:06:18.930Z,160635997893000
"""BDSuckout @ _9tNhnOi1R"" folds",2020-11-26T03:06:02.700Z,160635996270100
"""Austin @ J177rrX9xq"" folds",2020-11-26T03:05:36.853Z,160635993685400
"""Brandon @ Y9MvZ7Zi7i"" folds",2020-11-26T03:05:27.491Z,160635992749200
"""jeff @ yIm_yy1dY4"" raises to 3.00",2020-11-26T03:05:26.656Z,160635992665600
"""adai @ U22kNJeD9r"" posts a big blind of 1.00",2020-11-26T03:05:21.000Z,160635992100813
"""alex @ iZcKjjRQ7_"" posts a small blind of 0.50",2020-11-26T03:05:21.000Z,160635992100812
"Your hand is Q♥, 7♠",2020-11-26T03:05:21.000Z,160635992100806
"Player stacks: #1 ""BDSuckout @ _9tNhnOi1R"" (447.56) | #2 ""Rahul @ _9MBM7fTzu"" (149.05) | #3 ""josh @ Cg8enqeOhO"" (375.62) | #4 ""Ravi @ ox-gnCkjtQ"" (404.50) | #5 ""ken @ Saixf2blen"" (197.00) | #6 ""alex @ iZcKjjRQ7_"" (288.50) | #7 ""adai @ U22kNJeD9r"" (386.06) | #8 ""jeff @ yIm_yy1dY4"" (117.25) | #9 ""Brandon @ Y9MvZ7Zi7i"" (416.54) | #10 ""Austin @ J177rrX9xq"" (1078.81)",2020-11-26T03:05:21.000Z,160635992100801
"-- starting hand #363  (No Limit Texas Hold'em) (dealer: ""ken @ Saixf2blen"") --",2020-11-26T03:05:21.000Z,160635992100800
"-- ending hand #362 --",2020-11-26T03:05:18.081Z,160635991808202
"""Brandon @ Y9MvZ7Zi7i"" collected 7.24 from pot",2020-11-26T03:05:18.081Z,160635991808201
"Uncalled bet of 8.13 returned to ""Brandon @ Y9MvZ7Zi7i""",2020-11-26T03:05:18.081Z,160635991808200
"""adai @ U22kNJeD9r"" folds",2020-11-26T03:05:17.273Z,160635991727600
"""alex @ iZcKjjRQ7_"" folds",2020-11-26T03:05:14.996Z,160635991499700
"""ken @ Saixf2blen"" folds",2020-11-26T03:05:11.782Z,160635991178300
"""Ravi @ ox-gnCkjtQ"" folds",2020-11-26T03:05:10.885Z,160635991088600
"""josh @ Cg8enqeOhO"" folds",2020-11-26T03:05:07.855Z,160635990785600
"""Rahul @ _9MBM7fTzu"" folds",2020-11-26T03:05:06.935Z,160635990693600
"""BDSuckout @ _9tNhnOi1R"" folds",2020-11-26T03:05:05.949Z,160635990595000
"""Austin @ J177rrX9xq"" folds",2020-11-26T03:04:57.926Z,160635989792700
"""Brandon @ Y9MvZ7Zi7i"" raises to 11.00",2020-11-26T03:04:57.071Z,160635989707200
"""jeff @ yIm_yy1dY4"" folds",2020-11-26T03:04:48.913Z,160635988891300
"""adai @ U22kNJeD9r"" raises to 2.87",2020-11-26T03:04:48.011Z,160635988801200
"""alex @ iZcKjjRQ7_"" posts a big blind of 1.00",2020-11-26T03:04:41.122Z,160635988112313
"""ken @ Saixf2blen"" posts a small blind of 0.50",2020-11-26T03:04:41.122Z,160635988112312
"Your hand is 2♥, J♣",2020-11-26T03:04:41.122Z,160635988112306
"Player stacks: #1 ""BDSuckout @ _9tNhnOi1R"" (447.56) | #2 ""Rahul @ _9MBM7fTzu"" (149.05) | #3 ""josh @ Cg8enqeOhO"" (375.62) | #4 ""Ravi @ ox-gnCkjtQ"" (404.50) | #5 ""ken @ Saixf2blen"" (197.50) | #6 ""alex @ iZcKjjRQ7_"" (289.50) | #7 ""adai @ U22kNJeD9r"" (388.93) | #8 ""jeff @ yIm_yy1dY4"" (117.25) | #9 ""Brandon @ Y9MvZ7Zi7i"" (412.17) | #10 ""Austin @ J177rrX9xq"" (1078.81)",2020-11-26T03:04:41.122Z,160635988112301
"-- starting hand #362  (No Limit Texas Hold'em) (dealer: ""Ravi @ ox-gnCkjtQ"") --",2020-11-26T03:04:41.122Z,160635988112300
"-- ending hand #361 --",2020-11-26T03:04:38.201Z,160635987820202
"""Rahul @ _9MBM7fTzu"" collected 15.50 from pot",2020-11-26T03:04:38.201Z,160635987820201
"Uncalled bet of 7.75 returned to ""Rahul @ _9MBM7fTzu""",2020-11-26T03:04:38.201Z,160635987820200
"""alex @ iZcKjjRQ7_"" folds",2020-11-26T03:04:37.397Z,160635987739800
"""Rahul @ _9MBM7fTzu"" bets 7.75",2020-11-26T03:04:33.275Z,160635987327600
"""alex @ iZcKjjRQ7_"" checks",2020-11-26T03:04:28.937Z,160635986893800
"turn: 10♥, 3♠, 6♣ [7♥]",2020-11-26T03:04:22.190Z,160635986219300
"""Rahul @ _9MBM7fTzu"" calls 3.50",2020-11-26T03:04:21.382Z,160635986138300
"""alex @ iZcKjjRQ7_"" bets 3.50",2020-11-26T03:04:18.143Z,160635985814400
"flop:  [10♥, 3♠, 6♣]",2020-11-26T03:04:13.630Z,160635985363100
"""ken @ Saixf2blen"" folds",2020-11-26T03:04:12.821Z,160635985282200
"""Ravi @ ox-gnCkjtQ"" folds",2020-11-26T03:04:11.991Z,160635985199100
"""josh @ Cg8enqeOhO"" folds",2020-11-26T03:04:06.734Z,160635984673500
"""Rahul @ _9MBM7fTzu"" calls 3.50",2020-11-26T03:04:05.132Z,160635984513300
"""BDSuckout @ _9tNhnOi1R"" folds",2020-11-26T03:03:59.937Z,160635983993700
"""Austin @ J177rrX9xq"" folds",2020-11-26T03:03:59.050Z,160635983905100
"""Brandon @ Y9MvZ7Zi7i"" folds",2020-11-26T03:03:54.342Z,160635983434300
"""jeff @ yIm_yy1dY4"" folds",2020-11-26T03:03:53.505Z,160635983350600
"""adai @ U22kNJeD9r"" folds",2020-11-26T03:03:52.160Z,160635983216100
"""alex @ iZcKjjRQ7_"" raises to 3.50",2020-11-26T03:03:51.243Z,160635983124400
"""ken @ Saixf2blen"" posts a big blind of 1.00",2020-11-26T03:03:46.999Z,160635982700013
"""Ravi @ ox-gnCkjtQ"" posts a small blind of 0.50",2020-11-26T03:03:46.999Z,160635982700012
"Your hand is 8♦, J♥",2020-11-26T03:03:46.999Z,160635982700006
"Player stacks: #1 ""BDSuckout @ _9tNhnOi1R"" (447.56) | #2 ""Rahul @ _9MBM7fTzu"" (140.55) | #3 ""josh @ Cg8enqeOhO"" (375.62) | #4 ""Ravi @ ox-gnCkjtQ"" (405.00) | #5 ""ken @ Saixf2blen"" (198.50) | #6 ""alex @ iZcKjjRQ7_"" (296.50) | #7 ""adai @ U22kNJeD9r"" (388.93) | #8 ""jeff @ yIm_yy1dY4"" (117.25) | #9 ""Brandon @ Y9MvZ7Zi7i"" (412.17) | #10 ""Austin @ J177rrX9xq"" (1078.81)",2020-11-26T03:03:46.999Z,160635982700001
"-- starting hand #361  (No Limit Texas Hold'em) (dealer: ""josh @ Cg8enqeOhO"") --",2020-11-26T03:03:46.999Z,160635982700000
"""alex @ iZcKjjRQ7_"" shows a 6♦, 2♠.",2020-11-26T03:03:45.086Z,160635982508900
"""Austin @ J177rrX9xq"" shows a 5♣, A♣.",2020-11-26T03:03:44.171Z,160635982417200
"""josh @ Cg8enqeOhO"" shows a 2♦, 6♥.",2020-11-26T03:03:42.898Z,160635982289900
"-- ending hand #360 --",2020-11-26T03:03:41.951Z,160635982195202
"""Austin @ J177rrX9xq"" collected 12.50 from pot",2020-11-26T03:03:41.951Z,160635982195201
"Uncalled bet of 5.00 returned to ""Austin @ J177rrX9xq""",2020-11-26T03:03:41.951Z,160635982195200
"""Ravi @ ox-gnCkjtQ"" folds",2020-11-26T03:03:41.144Z,160635982114500
"""Austin @ J177rrX9xq"" bets 5.00",2020-11-26T03:03:15.323Z,160635979532400
"""Ravi @ ox-gnCkjtQ"" checks",2020-11-26T03:03:09.572Z,160635978957400
"river: 5♦, 10♠, A♠, Q♥ [J♦]",2020-11-26T03:03:02.868Z,160635978287400
"""Ravi @ ox-gnCkjtQ"" calls 3.00",2020-11-26T03:03:02.057Z,160635978206000
"""Austin @ J177rrX9xq"" bets 3.00",2020-11-26T03:02:58.013Z,160635977801400
"""Ravi @ ox-gnCkjtQ"" checks",2020-11-26T03:02:55.088Z,160635977508900
"turn: 5♦, 10♠, A♠ [Q♥]",2020-11-26T03:02:53.388Z,160635977339000
"""Austin @ J177rrX9xq"" checks",2020-11-26T03:02:52.582Z,160635977258200
"""Ravi @ ox-gnCkjtQ"" checks",2020-11-26T03:02:49.826Z,160635976982700
"flop:  [5♦, 10♠, A♠]",2020-11-26T03:02:46.020Z,160635976602100
"""Ravi @ ox-gnCkjtQ"" calls 3.00",2020-11-26T03:02:45.214Z,160635976521500
"""josh @ Cg8enqeOhO"" folds",2020-11-26T03:02:42.947Z,160635976294800
"""Rahul @ _9MBM7fTzu"" folds",2020-11-26T03:02:38.149Z,160635975815000
"""BDSuckout @ _9tNhnOi1R"" folds",2020-11-26T03:02:37.202Z,160635975720300
"""Austin @ J177rrX9xq"" raises to 3.00",2020-11-26T03:02:36.335Z,160635975633500
"""Brandon @ Y9MvZ7Zi7i"" folds",2020-11-26T03:02:31.468Z,160635975146800
"""jeff @ yIm_yy1dY4"" folds",2020-11-26T03:02:30.621Z,160635975062100
"""adai @ U22kNJeD9r"" folds",2020-11-26T03:02:29.706Z,160635974970600
"""alex @ iZcKjjRQ7_"" folds",2020-11-26T03:02:12.360Z,160635973236000
"""ken @ Saixf2blen"" folds",2020-11-26T03:02:11.462Z,160635973146200
"""Ravi @ ox-gnCkjtQ"" posts a big blind of 1.00",2020-11-26T03:02:09.589Z,160635972959314
"""josh @ Cg8enqeOhO"" posts a small blind of 0.50",2020-11-26T03:02:09.589Z,160635972959313
"Your hand is K♠, 4♠",2020-11-26T03:02:09.589Z,160635972959307
"Player stacks: #1 ""BDSuckout @ _9tNhnOi1R"" (447.56) | #2 ""Rahul @ _9MBM7fTzu"" (140.55) | #3 ""josh @ Cg8enqeOhO"" (376.12) | #4 ""Ravi @ ox-gnCkjtQ"" (411.00) | #5 ""ken @ Saixf2blen"" (198.50) | #6 ""alex @ iZcKjjRQ7_"" (296.50) | #7 ""adai @ U22kNJeD9r"" (388.93) | #8 ""jeff @ yIm_yy1dY4"" (117.25) | #9 ""Brandon @ Y9MvZ7Zi7i"" (412.17) | #10 ""Austin @ J177rrX9xq"" (1072.31)",2020-11-26T03:02:09.589Z,160635972959302
"-- starting hand #360  (No Limit Texas Hold'em) (dealer: ""Rahul @ _9MBM7fTzu"") --",2020-11-26T03:02:09.589Z,160635972959301
"The admin updated the player ""Brandon @ Y9MvZ7Zi7i"" stack from 162.17 to 412.17.",2020-11-26T03:02:09.589Z,160635972959300
"-- ending hand #359 --",2020-11-26T03:02:06.681Z,160635972668202
"""Brandon @ Y9MvZ7Zi7i"" collected 40.00 from pot",2020-11-26T03:02:06.681Z,160635972668201
"Uncalled bet of 122.17 returned to ""Brandon @ Y9MvZ7Zi7i""",2020-11-26T03:02:06.681Z,160635972668200
"""Rahul @ _9MBM7fTzu"" folds",2020-11-26T03:02:05.877Z,160635972587800
"""Austin @ J177rrX9xq"" folds",2020-11-26T03:02:04.944Z,160635972494500
"""Brandon @ Y9MvZ7Zi7i"" raises to 140.17 and go all in",2020-11-26T03:02:04.083Z,160635972408400
"""josh @ Cg8enqeOhO"" folds",2020-11-26T03:01:51.821Z,160635971182200
"""Rahul @ _9MBM7fTzu"" raises to 18.00",2020-11-26T03:01:45.213Z,160635970521400
"WARNING: the admin queued the stack change for the player ""Brandon @ Y9MvZ7Zi7i"" adding 250.00 chips in the next hand.",2020-11-26T03:01:43.499Z,160635970350000
"""BDSuckout @ _9tNhnOi1R"" folds",2020-11-26T03:01:35.515Z,160635969551600
"""Austin @ J177rrX9xq"" calls 3.00",2020-11-26T03:01:34.644Z,160635969464500
"""Brandon @ Y9MvZ7Zi7i"" raises to 3.00",2020-11-26T03:01:28.598Z,160635968859800
"""jeff @ yIm_yy1dY4"" folds",2020-11-26T03:01:09.727Z,160635966972700
"""adai @ U22kNJeD9r"" folds",2020-11-26T03:01:08.821Z,160635966882100
"""alex @ iZcKjjRQ7_"" folds",2020-11-26T03:01:07.919Z,160635966792000
"""ken @ Saixf2blen"" folds",2020-11-26T03:01:07.041Z,160635966704200
"""Ravi @ ox-gnCkjtQ"" folds",2020-11-26T03:01:03.891Z,160635966389200
"""josh @ Cg8enqeOhO"" posts a big blind of 1.00",2020-11-26T03:01:01.675Z,160635966167613
"""Rahul @ _9MBM7fTzu"" posts a small blind of 0.50",2020-11-26T03:01:01.675Z,160635966167612
"Your hand is 7♠, 9♥",2020-11-26T03:01:01.675Z,160635966167606
"Player stacks: #1 ""BDSuckout @ _9tNhnOi1R"" (447.56) | #2 ""Rahul @ _9MBM7fTzu"" (158.55) | #3 ""josh @ Cg8enqeOhO"" (377.12) | #4 ""Ravi @ ox-gnCkjtQ"" (411.00) | #5 ""ken @ Saixf2blen"" (198.50) | #6 ""alex @ iZcKjjRQ7_"" (296.50) | #7 ""adai @ U22kNJeD9r"" (388.93) | #8 ""jeff @ yIm_yy1dY4"" (117.25) | #9 ""Brandon @ Y9MvZ7Zi7i"" (140.17) | #10 ""Austin @ J177rrX9xq"" (1075.31)",2020-11-26T03:01:01.675Z,160635966167601
"-- starting hand #359  (No Limit Texas Hold'em) (dealer: ""BDSuckout @ _9tNhnOi1R"") --",2020-11-26T03:01:01.675Z,160635966167600
"""Austin @ J177rrX9xq"" shows a J♣, K♣.",2020-11-26T03:00:59.361Z,160635965936200
"-- ending hand #358 --",2020-11-26T03:00:58.047Z,160635965804802
"""Austin @ J177rrX9xq"" collected 29.00 from pot",2020-11-26T03:00:58.047Z,160635965804801
"Uncalled bet of 23.00 returned to ""Austin @ J177rrX9xq""",2020-11-26T03:00:58.047Z,160635965804800
"""adai @ U22kNJeD9r"" folds",2020-11-26T03:00:57.226Z,160635965722700
"""josh @ Cg8enqeOhO"" folds",2020-11-26T03:00:47.749Z,160635964775000
"""Rahul @ _9MBM7fTzu"" folds",2020-11-26T03:00:42.032Z,160635964203300
"""BDSuckout @ _9tNhnOi1R"" folds",2020-11-26T03:00:40.984Z,160635964098500
"""Austin @ J177rrX9xq"" raises to 35.00",2020-11-26T03:00:40.110Z,160635964011100
"""Brandon @ Y9MvZ7Zi7i"" folds",2020-11-26T03:00:31.883Z,160635963188300
"""jeff @ yIm_yy1dY4"" folds",2020-11-26T03:00:31.018Z,160635963101800
"""adai @ U22kNJeD9r"" raises to 12.00",2020-11-26T03:00:30.107Z,160635963010700
"""alex @ iZcKjjRQ7_"" folds",2020-11-26T03:00:23.770Z,160635962377100
"""ken @ Saixf2blen"" folds",2020-11-26T03:00:17.927Z,160635961792700
"""Ravi @ ox-gnCkjtQ"" folds",2020-11-26T03:00:17.099Z,160635961710000
"""josh @ Cg8enqeOhO"" raises to 3.50",2020-11-26T03:00:14.903Z,160635961490700
"""Rahul @ _9MBM7fTzu"" posts a big blind of 1.00",2020-11-26T03:00:10.144Z,160635961015013
"""BDSuckout @ _9tNhnOi1R"" posts a small blind of 0.50",2020-11-26T03:00:10.144Z,160635961015012
"Your hand is Q♠, 4♠",2020-11-26T03:00:10.144Z,160635961015006
"Player stacks: #1 ""BDSuckout @ _9tNhnOi1R"" (448.06) | #2 ""Rahul @ _9MBM7fTzu"" (159.55) | #3 ""josh @ Cg8enqeOhO"" (380.62) | #4 ""Ravi @ ox-gnCkjtQ"" (411.00) | #5 ""ken @ Saixf2blen"" (198.50) | #6 ""alex @ iZcKjjRQ7_"" (296.50) | #7 ""adai @ U22kNJeD9r"" (400.93) | #8 ""jeff @ yIm_yy1dY4"" (117.25) | #9 ""Brandon @ Y9MvZ7Zi7i"" (140.17) | #10 ""Austin @ J177rrX9xq"" (1058.31)",2020-11-26T03:00:10.144Z,160635961015001
"-- starting hand #358  (No Limit Texas Hold'em) (dealer: ""Austin @ J177rrX9xq"") --",2020-11-26T03:00:10.144Z,160635961015000
"""josh @ Cg8enqeOhO"" shows a A♠, J♠.",2020-11-26T03:00:05.123Z,160635960512300
"-- ending hand #357 --",2020-11-26T03:00:03.094Z,160635960309702
"""Austin @ J177rrX9xq"" collected 17.50 from pot with Three of a Kind, 7's (combination: 7♠, 7♦, 7♣, A♦, K♠)",2020-11-26T03:00:03.094Z,160635960309701
"""Austin @ J177rrX9xq"" shows a K♠, 7♠.",2020-11-26T03:00:03.094Z,160635960309700
"""Brandon @ Y9MvZ7Zi7i"" checks",2020-11-26T03:00:02.247Z,160635960227500
"""Ravi @ ox-gnCkjtQ"" checks",2020-11-26T02:59:55.960Z,160635959596100
"""josh @ Cg8enqeOhO"" checks",2020-11-26T02:59:51.366Z,160635959136700
"""BDSuckout @ _9tNhnOi1R"" checks",2020-11-26T02:59:49.764Z,160635958976500
"""Austin @ J177rrX9xq"" checks",2020-11-26T02:59:48.880Z,160635958888100
"river: Q♠, 7♦, 9♥, 7♣ [A♦]",2020-11-26T02:59:44.329Z,160635958433900
"""Brandon @ Y9MvZ7Zi7i"" checks",2020-11-26T02:59:43.522Z,160635958352300
"""Ravi @ ox-gnCkjtQ"" checks",2020-11-26T02:59:40.384Z,160635958038500
"""josh @ Cg8enqeOhO"" checks",2020-11-26T02:59:38.076Z,160635957807700
"""BDSuckout @ _9tNhnOi1R"" checks",2020-11-26T02:59:36.511Z,160635957651200
"""Austin @ J177rrX9xq"" checks",2020-11-26T02:59:35.648Z,160635957564900
"turn: Q♠, 7♦, 9♥ [7♣]",2020-11-26T02:59:32.610Z,160635957261300
"""Brandon @ Y9MvZ7Zi7i"" checks",2020-11-26T02:59:31.803Z,160635957180400
"""Ravi @ ox-gnCkjtQ"" checks",2020-11-26T02:59:28.063Z,160635956806400
"""josh @ Cg8enqeOhO"" checks",2020-11-26T02:59:27.215Z,160635956721600
"""BDSuckout @ _9tNhnOi1R"" checks",2020-11-26T02:59:25.619Z,160635956562000
"""Austin @ J177rrX9xq"" checks",2020-11-26T02:59:23.620Z,160635956362100
"flop:  [Q♠, 7♦, 9♥]",2020-11-26T02:59:20.829Z,160635956083400
"""BDSuckout @ _9tNhnOi1R"" calls 3.50",2020-11-26T02:59:20.017Z,160635956001800
"""Austin @ J177rrX9xq"" calls 3.50",2020-11-26T02:59:18.390Z,160635955839100
"""Brandon @ Y9MvZ7Zi7i"" calls 3.50",2020-11-26T02:59:10.718Z,160635955071800
"""jeff @ yIm_yy1dY4"" folds",2020-11-26T02:59:08.056Z,160635954805700
"""adai @ U22kNJeD9r"" folds",2020-11-26T02:59:07.149Z,160635954715000
"""alex @ iZcKjjRQ7_"" folds",2020-11-26T02:59:06.224Z,160635954622400
"""ken @ Saixf2blen"" folds",2020-11-26T02:59:05.360Z,160635954536000
"""Ravi @ ox-gnCkjtQ"" calls 3.50",2020-11-26T02:59:01.864Z,160635954186500
"""josh @ Cg8enqeOhO"" raises to 3.50",2020-11-26T02:59:00.546Z,160635954054600
"""Rahul @ _9MBM7fTzu"" folds",2020-11-26T02:58:55.380Z,160635953538000
"""BDSuckout @ _9tNhnOi1R"" posts a big blind of 1.00",2020-11-26T02:58:53.008Z,160635953300913
"""Austin @ J177rrX9xq"" posts a small blind of 0.50",2020-11-26T02:58:53.008Z,160635953300912
"Your hand is A♥, 8♣",2020-11-26T02:58:53.008Z,160635953300906
"Player stacks: #1 ""BDSuckout @ _9tNhnOi1R"" (451.56) | #2 ""Rahul @ _9MBM7fTzu"" (159.55) | #3 ""josh @ Cg8enqeOhO"" (384.12) | #4 ""Ravi @ ox-gnCkjtQ"" (414.50) | #5 ""ken @ Saixf2blen"" (198.50) | #6 ""alex @ iZcKjjRQ7_"" (296.50) | #7 ""adai @ U22kNJeD9r"" (400.93) | #8 ""jeff @ yIm_yy1dY4"" (117.25) | #9 ""Brandon @ Y9MvZ7Zi7i"" (143.67) | #10 ""Austin @ J177rrX9xq"" (1044.31)",2020-11-26T02:58:53.008Z,160635953300901
"-- starting hand #357  (No Limit Texas Hold'em) (dealer: ""Brandon @ Y9MvZ7Zi7i"") --",2020-11-26T02:58:53.008Z,160635953300900
"""alex @ iZcKjjRQ7_"" shows a 2♣, 3♠.",2020-11-26T02:58:47.782Z,160635952778300
"-- ending hand #356 --",2020-11-26T02:58:45.999Z,160635952600102
"""BDSuckout @ _9tNhnOi1R"" collected 77.48 from pot with Two Pair, A's & 5's (combination: A♠, A♥, 5♦, 5♣, 7♥)",2020-11-26T02:58:45.999Z,160635952600101
"""BDSuckout @ _9tNhnOi1R"" shows a A♠, 2♠.",2020-11-26T02:58:45.999Z,160635952600100
"""adai @ U22kNJeD9r"" checks",2020-11-26T02:58:45.193Z,160635952519400
"""BDSuckout @ _9tNhnOi1R"" checks",2020-11-26T02:58:40.933Z,160635952093400
"river: 4♣, 5♦, 5♣, A♥ [7♥]",2020-11-26T02:58:40.469Z,160635952047600
"""BDSuckout @ _9tNhnOi1R"" calls 21.11",2020-11-26T02:58:39.654Z,160635951965500
"""adai @ U22kNJeD9r"" bets 21.11",2020-11-26T02:58:38.354Z,160635951835500
"""BDSuckout @ _9tNhnOi1R"" checks",2020-11-26T02:58:28.479Z,160635950848000
"turn: 4♣, 5♦, 5♣ [A♥]",2020-11-26T02:58:27.374Z,160635950737700
"""Ravi @ ox-gnCkjtQ"" folds",2020-11-26T02:58:26.569Z,160635950657000
"""BDSuckout @ _9tNhnOi1R"" calls 7.88",2020-11-26T02:58:16.431Z,160635949643100
"""adai @ U22kNJeD9r"" bets 7.88",2020-11-26T02:58:14.491Z,160635949449100
"""Ravi @ ox-gnCkjtQ"" checks",2020-11-26T02:58:06.911Z,160635948691100
"""BDSuckout @ _9tNhnOi1R"" checks",2020-11-26T02:58:05.524Z,160635948552500
"flop:  [4♣, 5♦, 5♣]",2020-11-26T02:58:04.125Z,160635948412600
"""Ravi @ ox-gnCkjtQ"" calls 6.00",2020-11-26T02:58:03.318Z,160635948331900
"""BDSuckout @ _9tNhnOi1R"" calls 6.00",2020-11-26T02:58:01.301Z,160635948130200
"""Austin @ J177rrX9xq"" folds",2020-11-26T02:58:00.213Z,160635948021400
"""Brandon @ Y9MvZ7Zi7i"" folds",2020-11-26T02:57:54.728Z,160635947472800
"""jeff @ yIm_yy1dY4"" folds",2020-11-26T02:57:53.891Z,160635947389200
"""adai @ U22kNJeD9r"" raises to 6.00",2020-11-26T02:57:51.917Z,160635947191800
"""alex @ iZcKjjRQ7_"" folds",2020-11-26T02:57:48.797Z,160635946879800
"""ken @ Saixf2blen"" folds",2020-11-26T02:57:39.160Z,160635945916100
"""Ravi @ ox-gnCkjtQ"" raises to 3.50",2020-11-26T02:57:38.315Z,160635945831500
"""josh @ Cg8enqeOhO"" folds",2020-11-26T02:57:32.410Z,160635945241100
"""Rahul @ _9MBM7fTzu"" folds",2020-11-26T02:57:31.384Z,160635945138400
"""BDSuckout @ _9tNhnOi1R"" calls 1.00",2020-11-26T02:57:30.325Z,160635945032900
"""Austin @ J177rrX9xq"" posts a big blind of 1.00",2020-11-26T02:57:27.757Z,160635944775813
"""Brandon @ Y9MvZ7Zi7i"" posts a small blind of 0.50",2020-11-26T02:57:27.757Z,160635944775812
"Your hand is 5♠, 10♠",2020-11-26T02:57:27.757Z,160635944775806
