entry,at,order
"""alexj @ u0sPDa9h4a"" folds",2020-12-01T07:04:43.859Z,160680628385900
"""jeffrey @ yIm_yy1dY4"" folds",2020-12-01T07:04:43.001Z,160680628300100
"""Brandon @ Y9MvZ7Zi7i"" folds",2020-12-01T07:04:42.100Z,160680628210000
"""ken @ Saixf2blen"" posts a big blind of 1.00",2020-12-01T07:04:39.620Z,160680627962109
"""Brian @ hwE4Y0jEb1"" posts a small blind of 0.50",2020-12-01T07:04:39.620Z,160680627962108
"Your hand is 2♣, J♠",2020-12-01T07:04:39.620Z,160680627962106
"Player stacks: #1 ""jeffrey @ yIm_yy1dY4"" (141.38) | #3 ""alexj @ u0sPDa9h4a"" (469.62) | #4 ""Drab @ Ch0XcFPb2R"" (248.38) | #5 ""Brian @ hwE4Y0jEb1"" (139.10) | #7 ""ken @ Saixf2blen"" (153.92) | #9 ""Brandon @ Y9MvZ7Zi7i"" (614.86)",2020-12-01T07:04:39.620Z,160680627962101
"-- starting hand #247  (No Limit Texas Hold'em) (dealer: ""Drab @ Ch0XcFPb2R"") --",2020-12-01T07:04:39.620Z,160680627962100
"""alexj @ u0sPDa9h4a"" shows a A♠, K♣.",2020-12-01T07:04:33.807Z,160680627380700
"-- ending hand #246 --",2020-12-01T07:04:32.574Z,160680627257602
"""ken @ Saixf2blen"" collected 21.50 from pot with Pair, 5's (combination: 5♥, 5♦, J♣, 9♣, 8♦)",2020-12-01T07:04:32.574Z,160680627257601
"""ken @ Saixf2blen"" shows a 5♥, 5♦.",2020-12-01T07:04:32.574Z,160680627257600
"""alexj @ u0sPDa9h4a"" checks",2020-12-01T07:04:31.768Z,160680627176800
"""ken @ Saixf2blen"" checks",2020-12-01T07:04:30.197Z,160680627019700
"river: 7♥, 4♠, 8♦, 9♣ [J♣]",2020-12-01T07:04:27.868Z,160680626787500
"""alexj @ u0sPDa9h4a"" checks",2020-12-01T07:04:27.062Z,160680626706300
"""ken @ Saixf2blen"" checks",2020-12-01T07:04:24.472Z,160680626447300
"turn: 7♥, 4♠, 8♦ [9♣]",2020-12-01T07:04:21.716Z,160680626172000
"""alexj @ u0sPDa9h4a"" checks",2020-12-01T07:04:20.911Z,160680626091200
"""ken @ Saixf2blen"" checks",2020-12-01T07:04:19.234Z,160680625923500
"flop:  [7♥, 4♠, 8♦]",2020-12-01T07:04:17.822Z,160680625782300
"""ken @ Saixf2blen"" calls 10.00",2020-12-01T07:04:17.016Z,160680625701700
"""Brian @ hwE4Y0jEb1"" folds",2020-12-01T07:04:09.679Z,160680624968000
"""Drab @ Ch0XcFPb2R"" folds",2020-12-01T07:04:05.093Z,160680624509400
"""alexj @ u0sPDa9h4a"" raises to 10.00",2020-12-01T07:04:04.233Z,160680624423400
"""jeffrey @ yIm_yy1dY4"" folds",2020-12-01T07:03:58.416Z,160680623841600
"""Brandon @ Y9MvZ7Zi7i"" folds",2020-12-01T07:03:57.517Z,160680623751800
"""ken @ Saixf2blen"" raises to 2.87",2020-12-01T07:03:56.667Z,160680623666800
"""Brian @ hwE4Y0jEb1"" posts a big blind of 1.00",2020-12-01T07:03:54.345Z,160680623434709
"""Drab @ Ch0XcFPb2R"" posts a small blind of 0.50",2020-12-01T07:03:54.345Z,160680623434708
"Your hand is 5♥, 5♦",2020-12-01T07:03:54.345Z,160680623434706
"Player stacks: #1 ""jeffrey @ yIm_yy1dY4"" (141.38) | #3 ""alexj @ u0sPDa9h4a"" (479.62) | #4 ""Drab @ Ch0XcFPb2R"" (248.88) | #5 ""Brian @ hwE4Y0jEb1"" (140.10) | #7 ""ken @ Saixf2blen"" (142.42) | #9 ""Brandon @ Y9MvZ7Zi7i"" (614.86)",2020-12-01T07:03:54.345Z,160680623434701
"-- starting hand #246  (No Limit Texas Hold'em) (dealer: ""alexj @ u0sPDa9h4a"") --",2020-12-01T07:03:54.345Z,160680623434700
"""ken @ Saixf2blen"" shows a Q♠, Q♣.",2020-12-01T07:03:51.877Z,160680623187800
"-- ending hand #245 --",2020-12-01T07:03:50.740Z,160680623074102
"""ken @ Saixf2blen"" collected 45.50 from pot",2020-12-01T07:03:50.740Z,160680623074101
"Uncalled bet of 11.00 returned to ""ken @ Saixf2blen""",2020-12-01T07:03:50.740Z,160680623074100
"""Brandon @ Y9MvZ7Zi7i"" folds",2020-12-01T07:03:49.933Z,160680622993400
"""ken @ Saixf2blen"" bets 11.00",2020-12-01T07:03:45.989Z,160680622599000
"flop:  [8♠, 9♣, 2♥]",2020-12-01T07:03:37.262Z,160680621726400
"""Brandon @ Y9MvZ7Zi7i"" calls 22.00",2020-12-01T07:03:36.454Z,160680621645500
"""ken @ Saixf2blen"" raises to 22.00",2020-12-01T07:03:29.171Z,160680620917200
"""Drab @ Ch0XcFPb2R"" folds",2020-12-01T07:03:24.247Z,160680620425100
"""alexj @ u0sPDa9h4a"" folds",2020-12-01T07:03:16.059Z,160680619606100
"""jeffrey @ yIm_yy1dY4"" folds",2020-12-01T07:03:12.466Z,160680619246700
"""Brandon @ Y9MvZ7Zi7i"" raises to 9.00",2020-12-01T07:03:11.561Z,160680619156200
"""ken @ Saixf2blen"" raises to 2.87",2020-12-01T07:03:06.408Z,160680618640900
"""Brian @ hwE4Y0jEb1"" folds",2020-12-01T07:03:03.555Z,160680618355600
"""Drab @ Ch0XcFPb2R"" posts a big blind of 1.00",2020-12-01T07:03:00.463Z,160680618046510
"""alexj @ u0sPDa9h4a"" posts a small blind of 0.50",2020-12-01T07:03:00.463Z,160680618046509
"Your hand is Q♠, Q♣",2020-12-01T07:03:00.463Z,160680618046507
"Player stacks: #1 ""jeffrey @ yIm_yy1dY4"" (141.38) | #3 ""alexj @ u0sPDa9h4a"" (480.12) | #4 ""Drab @ Ch0XcFPb2R"" (249.88) | #5 ""Brian @ hwE4Y0jEb1"" (140.10) | #7 ""ken @ Saixf2blen"" (118.92) | #9 ""Brandon @ Y9MvZ7Zi7i"" (636.86)",2020-12-01T07:03:00.463Z,160680618046502
"-- starting hand #245  (No Limit Texas Hold'em) (dealer: ""jeffrey @ yIm_yy1dY4"") --",2020-12-01T07:03:00.463Z,160680618046501
"The player ""austin @ J177rrX9xq"" stand up with the stack of 795.51.",2020-12-01T07:03:00.463Z,160680618046500
"-- ending hand #244 --",2020-12-01T07:02:57.540Z,160680617754102
"""Brian @ hwE4Y0jEb1"" collected 6.50 from pot",2020-12-01T07:02:57.540Z,160680617754101
"Uncalled bet of 3.25 returned to ""Brian @ hwE4Y0jEb1""",2020-12-01T07:02:57.540Z,160680617754100
"""alexj @ u0sPDa9h4a"" folds",2020-12-01T07:02:56.731Z,160680617673200
"""Brian @ hwE4Y0jEb1"" bets 3.25",2020-12-01T07:02:51.007Z,160680617100800
"""alexj @ u0sPDa9h4a"" checks",2020-12-01T07:02:45.932Z,160680616593300
"flop:  [J♣, 10♠, 5♠]",2020-12-01T07:02:43.978Z,160680616398000
"""alexj @ u0sPDa9h4a"" calls 3.00",2020-12-01T07:02:43.168Z,160680616316900
"""jeffrey @ yIm_yy1dY4"" folds",2020-12-01T07:02:41.239Z,160680616124000
"""Brandon @ Y9MvZ7Zi7i"" folds",2020-12-01T07:02:40.329Z,160680616033000
"""austin @ J177rrX9xq"" folds",2020-12-01T07:02:39.470Z,160680615947100
"""ken @ Saixf2blen"" folds",2020-12-01T07:02:38.664Z,160680615866500
"""Brian @ hwE4Y0jEb1"" raises to 3.00",2020-12-01T07:02:37.839Z,160680615784000
"""Drab @ Ch0XcFPb2R"" folds",2020-12-01T07:02:33.975Z,160680615397600
"""alexj @ u0sPDa9h4a"" posts a big blind of 1.00",2020-12-01T07:02:13.069Z,160680613307110
"""jeffrey @ yIm_yy1dY4"" posts a small blind of 0.50",2020-12-01T07:02:13.069Z,160680613307109
"Your hand is 6♣, 9♠",2020-12-01T07:02:13.069Z,160680613307106
"Player stacks: #1 ""jeffrey @ yIm_yy1dY4"" (141.88) | #3 ""alexj @ u0sPDa9h4a"" (483.12) | #4 ""Drab @ Ch0XcFPb2R"" (249.88) | #5 ""Brian @ hwE4Y0jEb1"" (136.60) | #7 ""ken @ Saixf2blen"" (118.92) | #8 ""austin @ J177rrX9xq"" (795.51) | #9 ""Brandon @ Y9MvZ7Zi7i"" (636.86)",2020-12-01T07:02:13.069Z,160680613307101
"-- starting hand #244  (No Limit Texas Hold'em) (dealer: ""Brandon @ Y9MvZ7Zi7i"") --",2020-12-01T07:02:13.069Z,160680613307100
"-- ending hand #243 --",2020-12-01T07:02:10.155Z,160680613015502
"""alexj @ u0sPDa9h4a"" collected 28.50 from pot",2020-12-01T07:02:10.155Z,160680613015501
"Uncalled bet of 80.00 returned to ""alexj @ u0sPDa9h4a""",2020-12-01T07:02:10.155Z,160680613015500
"""Drab @ Ch0XcFPb2R"" folds",2020-12-01T07:02:09.348Z,160680612934900
"""alexj @ u0sPDa9h4a"" bets 80.00",2020-12-01T07:01:22.744Z,160680608274500
"river: 5♠, A♥, 4♦, 3♠ [2♦]",2020-12-01T07:01:12.276Z,160680607228000
"""alexj @ u0sPDa9h4a"" calls 7.00",2020-12-01T07:01:11.470Z,160680607147100
"""Drab @ Ch0XcFPb2R"" bets 7.00",2020-12-01T07:01:10.187Z,160680607018800
"""alexj @ u0sPDa9h4a"" checks",2020-12-01T07:01:03.861Z,160680606386200
"turn: 5♠, A♥, 4♦ [3♠]",2020-12-01T07:01:02.739Z,160680606274200
"""alexj @ u0sPDa9h4a"" calls 3.50",2020-12-01T07:01:01.921Z,160680606193100
"""Drab @ Ch0XcFPb2R"" bets 3.50",2020-12-01T07:01:00.466Z,160680606046700
"""alexj @ u0sPDa9h4a"" checks",2020-12-01T07:00:54.076Z,160680605407700
"flop:  [5♠, A♥, 4♦]",2020-12-01T07:00:49.770Z,160680604977200
"""jeffrey @ yIm_yy1dY4"" folds",2020-12-01T07:00:48.955Z,160680604895600
"""Brandon @ Y9MvZ7Zi7i"" folds",2020-12-01T07:00:47.086Z,160680604708700
"""austin @ J177rrX9xq"" folds",2020-12-01T07:00:46.234Z,160680604623500
"""ken @ Saixf2blen"" folds",2020-12-01T07:00:45.374Z,160680604537500
"""Brian @ hwE4Y0jEb1"" folds",2020-12-01T07:00:44.536Z,160680604453700
"""Drab @ Ch0XcFPb2R"" calls 3.00",2020-12-01T07:00:43.665Z,160680604366600
"""alexj @ u0sPDa9h4a"" raises to 3.00",2020-12-01T07:00:40.694Z,160680604069500
"""jeffrey @ yIm_yy1dY4"" posts a big blind of 1.00",2020-12-01T07:00:36.832Z,160680603683310
"""Brandon @ Y9MvZ7Zi7i"" posts a small blind of 0.50",2020-12-01T07:00:36.832Z,160680603683309
"Your hand is 3♥, 4♣",2020-12-01T07:00:36.832Z,160680603683306
"Player stacks: #1 ""jeffrey @ yIm_yy1dY4"" (142.88) | #3 ""alexj @ u0sPDa9h4a"" (468.12) | #4 ""Drab @ Ch0XcFPb2R"" (263.38) | #5 ""Brian @ hwE4Y0jEb1"" (136.60) | #7 ""ken @ Saixf2blen"" (118.92) | #8 ""austin @ J177rrX9xq"" (795.51) | #9 ""Brandon @ Y9MvZ7Zi7i"" (637.36)",2020-12-01T07:00:36.832Z,160680603683301
"-- starting hand #243  (No Limit Texas Hold'em) (dealer: ""austin @ J177rrX9xq"") --",2020-12-01T07:00:36.832Z,160680603683300
"-- ending hand #242 --",2020-12-01T07:00:33.905Z,160680603390602
"""ken @ Saixf2blen"" collected 10.24 from pot",2020-12-01T07:00:33.905Z,160680603390601
"Uncalled bet of 7.25 returned to ""ken @ Saixf2blen""",2020-12-01T07:00:33.905Z,160680603390600
"""Brandon @ Y9MvZ7Zi7i"" folds",2020-12-01T07:00:33.080Z,160680603308100
"""ken @ Saixf2blen"" bets 7.25",2020-12-01T07:00:30.029Z,160680603002900
"""Brandon @ Y9MvZ7Zi7i"" checks",2020-12-01T07:00:24.233Z,160680602423400
"turn: A♠, A♦, 9♣ [Q♣]",2020-12-01T07:00:21.956Z,160680602195800
"""Brandon @ Y9MvZ7Zi7i"" calls 2.00",2020-12-01T07:00:21.149Z,160680602115000
"""ken @ Saixf2blen"" bets 2.00",2020-12-01T07:00:17.351Z,160680601735100
"""Brandon @ Y9MvZ7Zi7i"" checks",2020-12-01T07:00:13.383Z,160680601338300
"flop:  [A♠, A♦, 9♣]",2020-12-01T07:00:10.928Z,160680601092900
"""Brandon @ Y9MvZ7Zi7i"" calls 2.87",2020-12-01T07:00:10.122Z,160680601012300
"""austin @ J177rrX9xq"" folds",2020-12-01T07:00:04.397Z,160680600439900
"""ken @ Saixf2blen"" raises to 2.87",2020-12-01T07:00:03.309Z,160680600331800
"""Brian @ hwE4Y0jEb1"" folds",2020-12-01T07:00:00.918Z,160680600091900
"""Drab @ Ch0XcFPb2R"" folds",2020-12-01T06:59:59.527Z,160680599952700
"""alexj @ u0sPDa9h4a"" folds",2020-12-01T06:59:58.659Z,160680599866000
"""jeffrey @ yIm_yy1dY4"" folds",2020-12-01T06:59:56.281Z,160680599628200
"""Brandon @ Y9MvZ7Zi7i"" posts a big blind of 1.00",2020-12-01T06:59:52.599Z,160680599260110
"""austin @ J177rrX9xq"" posts a small blind of 0.50",2020-12-01T06:59:52.599Z,160680599260109
"Your hand is 5♦, 6♠",2020-12-01T06:59:52.599Z,160680599260106
"Player stacks: #1 ""jeffrey @ yIm_yy1dY4"" (142.88) | #3 ""alexj @ u0sPDa9h4a"" (468.12) | #4 ""Drab @ Ch0XcFPb2R"" (263.38) | #5 ""Brian @ hwE4Y0jEb1"" (136.60) | #7 ""ken @ Saixf2blen"" (113.55) | #8 ""austin @ J177rrX9xq"" (796.01) | #9 ""Brandon @ Y9MvZ7Zi7i"" (642.23)",2020-12-01T06:59:52.599Z,160680599260101
"-- starting hand #242  (No Limit Texas Hold'em) (dealer: ""ken @ Saixf2blen"") --",2020-12-01T06:59:52.599Z,160680599260100
"-- ending hand #241 --",2020-12-01T06:59:49.687Z,160680598968802
"""austin @ J177rrX9xq"" collected 1.00 from pot",2020-12-01T06:59:49.687Z,160680598968801
"Uncalled bet of 0.50 returned to ""austin @ J177rrX9xq""",2020-12-01T06:59:49.687Z,160680598968800
"""ken @ Saixf2blen"" folds",2020-12-01T06:59:48.881Z,160680598888100
"""Brian @ hwE4Y0jEb1"" folds",2020-12-01T06:59:48.057Z,160680598805700
"""Drab @ Ch0XcFPb2R"" folds",2020-12-01T06:59:47.179Z,160680598718000
"""alexj @ u0sPDa9h4a"" folds",2020-12-01T06:59:46.317Z,160680598631700
"""jeffrey @ yIm_yy1dY4"" folds",2020-12-01T06:59:44.100Z,160680598410000
"""Brandon @ Y9MvZ7Zi7i"" folds",2020-12-01T06:59:43.191Z,160680598319200
"""austin @ J177rrX9xq"" posts a big blind of 1.00",2020-12-01T06:59:41.003Z,160680598100510
"""ken @ Saixf2blen"" posts a small blind of 0.50",2020-12-01T06:59:41.003Z,160680598100509
"Your hand is J♦, 6♥",2020-12-01T06:59:41.003Z,160680598100506
"Player stacks: #1 ""jeffrey @ yIm_yy1dY4"" (142.88) | #3 ""alexj @ u0sPDa9h4a"" (468.12) | #4 ""Drab @ Ch0XcFPb2R"" (263.38) | #5 ""Brian @ hwE4Y0jEb1"" (136.60) | #7 ""ken @ Saixf2blen"" (114.05) | #8 ""austin @ J177rrX9xq"" (795.51) | #9 ""Brandon @ Y9MvZ7Zi7i"" (642.23)",2020-12-01T06:59:41.003Z,160680598100501
"-- starting hand #241  (No Limit Texas Hold'em) (dealer: ""Brian @ hwE4Y0jEb1"") --",2020-12-01T06:59:41.003Z,160680598100500
"-- ending hand #240 --",2020-12-01T06:59:34.465Z,160680597446702
"""alexj @ u0sPDa9h4a"" collected 90.50 from pot with Straight, A High (combination: A♥, K♥, Q♣, J♠, 10♣)",2020-12-01T06:59:34.465Z,160680597446701
"""alexj @ u0sPDa9h4a"" shows a K♥, J♠.",2020-12-01T06:59:34.465Z,160680597446700
"""ken @ Saixf2blen"" calls 35.00",2020-12-01T06:59:33.658Z,160680597365900
"""alexj @ u0sPDa9h4a"" bets 35.00",2020-12-01T06:59:30.761Z,160680597076200
"""ken @ Saixf2blen"" checks",2020-12-01T06:59:25.579Z,160680596558000
"river: 10♣, A♥, 7♦, Q♣ [5♦]",2020-12-01T06:59:24.470Z,160680596447500
"""ken @ Saixf2blen"" calls 7.00",2020-12-01T06:59:23.664Z,160680596366500
"""alexj @ u0sPDa9h4a"" bets 7.00",2020-12-01T06:59:19.006Z,160680595900600
"""ken @ Saixf2blen"" checks",2020-12-01T06:59:14.621Z,160680595462200
"turn: 10♣, A♥, 7♦ [Q♣]",2020-12-01T06:59:11.405Z,160680595140700
"""alexj @ u0sPDa9h4a"" checks",2020-12-01T06:59:10.599Z,160680595060000
"""ken @ Saixf2blen"" checks",2020-12-01T06:59:07.993Z,160680594799400
"flop:  [10♣, A♥, 7♦]",2020-12-01T06:59:06.573Z,160680594657400
"""ken @ Saixf2blen"" calls 3.00",2020-12-01T06:59:05.767Z,160680594576800
