entry,at,order
"The player ""BDSuckout @ _9tNhnOi1R"" sit back with the stack of 1174.62.",2020-11-27T09:14:55.914Z,160646849591500
"The player ""Dhruv @ jiNcb_8FNC"" passed the room ownership to ""josh @ Cg8enqeOhO"".",2020-11-27T07:59:26.824Z,160646396682500
"The player ""Dhruv @ jiNcb_8FNC"" quits the game with a stack of 155.79.",2020-11-27T07:52:32.540Z,160646355254500
"-- ending hand #421 --",2020-11-27T07:52:29.631Z,160646354963202
"""josh @ Cg8enqeOhO"" collected 2.00 from pot",2020-11-27T07:52:29.631Z,160646354963201
"Uncalled bet of 1.25 returned to ""josh @ Cg8enqeOhO""",2020-11-27T07:52:29.631Z,160646354963200
"""Dhruv @ jiNcb_8FNC"" folds",2020-11-27T07:52:28.825Z,160646354882600
"""josh @ Cg8enqeOhO"" raises to 2.25",2020-11-27T07:52:27.687Z,160646354768800
"""Dhruv @ jiNcb_8FNC"" posts a big blind of 1.00",2020-11-27T07:52:24.971Z,160646354497205
"""josh @ Cg8enqeOhO"" posts a small blind of 0.50",2020-11-27T07:52:24.971Z,160646354497204
"Player stacks: #7 ""Dhruv @ jiNcb_8FNC"" (156.79) | #10 ""josh @ Cg8enqeOhO"" (238.38)",2020-11-27T07:52:24.971Z,160646354497201
"-- starting hand #421  (No Limit Texas Hold'em) (dealer: ""josh @ Cg8enqeOhO"") --",2020-11-27T07:52:24.971Z,160646354497200
"-- ending hand #420 --",2020-11-27T07:52:22.060Z,160646354206102
"""josh @ Cg8enqeOhO"" collected 1.00 from pot",2020-11-27T07:52:22.060Z,160646354206101
"Uncalled bet of 0.50 returned to ""josh @ Cg8enqeOhO""",2020-11-27T07:52:22.060Z,160646354206100
"""Dhruv @ jiNcb_8FNC"" folds",2020-11-27T07:52:21.252Z,160646354125300
"""josh @ Cg8enqeOhO"" posts a big blind of 1.00",2020-11-27T07:52:19.759Z,160646353976005
"""Dhruv @ jiNcb_8FNC"" posts a small blind of 0.50",2020-11-27T07:52:19.759Z,160646353976004
"Player stacks: #7 ""Dhruv @ jiNcb_8FNC"" (157.29) | #10 ""josh @ Cg8enqeOhO"" (237.88)",2020-11-27T07:52:19.759Z,160646353976001
"-- starting hand #420  (No Limit Texas Hold'em) (dealer: ""Dhruv @ jiNcb_8FNC"") --",2020-11-27T07:52:19.759Z,160646353976000
"""Dhruv @ jiNcb_8FNC"" shows a A♠, 10♠.",2020-11-27T07:52:16.684Z,160646353668500
"-- ending hand #419 --",2020-11-27T07:52:16.135Z,160646353613602
"""Dhruv @ jiNcb_8FNC"" collected 41.24 from pot",2020-11-27T07:52:16.135Z,160646353613601
"Uncalled bet of 116.05 returned to ""Dhruv @ jiNcb_8FNC""",2020-11-27T07:52:16.135Z,160646353613600
"""josh @ Cg8enqeOhO"" folds",2020-11-27T07:52:15.323Z,160646353532300
"""Dhruv @ jiNcb_8FNC"" raises to 131.05 and go all in",2020-11-27T07:52:12.658Z,160646353265900
"""josh @ Cg8enqeOhO"" raises to 15.00",2020-11-27T07:52:10.199Z,160646353019900
"""Dhruv @ jiNcb_8FNC"" raises to 6.00",2020-11-27T07:52:02.424Z,160646352242500
"""josh @ Cg8enqeOhO"" bets 3.00",2020-11-27T07:51:55.367Z,160646351536800
"""Dhruv @ jiNcb_8FNC"" checks",2020-11-27T07:51:51.510Z,160646351151100
"flop:  [5♠, 6♠, 5♣]",2020-11-27T07:51:49.346Z,160646350934700
"""josh @ Cg8enqeOhO"" calls 5.62",2020-11-27T07:51:48.539Z,160646350854000
"""Dhruv @ jiNcb_8FNC"" raises to 5.62",2020-11-27T07:51:45.305Z,160646350530600
"""josh @ Cg8enqeOhO"" raises to 2.25",2020-11-27T07:51:42.209Z,160646350221000
"""Dhruv @ jiNcb_8FNC"" posts a big blind of 1.00",2020-11-27T07:51:38.510Z,160646349851005
"""josh @ Cg8enqeOhO"" posts a small blind of 0.50",2020-11-27T07:51:38.510Z,160646349851004
"Player stacks: #7 ""Dhruv @ jiNcb_8FNC"" (136.67) | #10 ""josh @ Cg8enqeOhO"" (258.50)",2020-11-27T07:51:38.510Z,160646349851001
"-- starting hand #419  (No Limit Texas Hold'em) (dealer: ""josh @ Cg8enqeOhO"") --",2020-11-27T07:51:38.510Z,160646349851000
"""josh @ Cg8enqeOhO"" shows a Q♠, K♠.",2020-11-27T07:51:35.993Z,160646349599400
"-- ending hand #418 --",2020-11-27T07:51:34.867Z,160646349486802
"""josh @ Cg8enqeOhO"" collected 13.00 from pot",2020-11-27T07:51:34.867Z,160646349486801
"Uncalled bet of 4.50 returned to ""josh @ Cg8enqeOhO""",2020-11-27T07:51:34.867Z,160646349486800
"""Dhruv @ jiNcb_8FNC"" folds",2020-11-27T07:51:34.060Z,160646349406100
"""josh @ Cg8enqeOhO"" bets 4.50",2020-11-27T07:51:33.016Z,160646349301700
"flop:  [10♥, 2♥, 3♥]",2020-11-27T07:51:27.132Z,160646348713500
"""Dhruv @ jiNcb_8FNC"" calls 6.50",2020-11-27T07:51:26.320Z,160646348632100
"""josh @ Cg8enqeOhO"" raises to 6.50",2020-11-27T07:51:24.449Z,160646348445000
"""Dhruv @ jiNcb_8FNC"" raises to 2.50",2020-11-27T07:51:18.712Z,160646347871200
"""josh @ Cg8enqeOhO"" posts a big blind of 1.00",2020-11-27T07:51:16.654Z,160646347665505
"""Dhruv @ jiNcb_8FNC"" posts a small blind of 0.50",2020-11-27T07:51:16.654Z,160646347665504
"Player stacks: #7 ""Dhruv @ jiNcb_8FNC"" (143.17) | #10 ""josh @ Cg8enqeOhO"" (252.00)",2020-11-27T07:51:16.654Z,160646347665501
"-- starting hand #418  (No Limit Texas Hold'em) (dealer: ""Dhruv @ jiNcb_8FNC"") --",2020-11-27T07:51:16.654Z,160646347665500
"""josh @ Cg8enqeOhO"" shows a Q♦, Q♣.",2020-11-27T07:51:13.807Z,160646347380800
"-- ending hand #417 --",2020-11-27T07:51:13.047Z,160646347304802
"""josh @ Cg8enqeOhO"" collected 2.00 from pot",2020-11-27T07:51:13.047Z,160646347304801
"Uncalled bet of 1.25 returned to ""josh @ Cg8enqeOhO""",2020-11-27T07:51:13.047Z,160646347304800
"""Dhruv @ jiNcb_8FNC"" folds",2020-11-27T07:51:12.238Z,160646347223900
"""josh @ Cg8enqeOhO"" raises to 2.25",2020-11-27T07:51:10.374Z,160646347037500
"""Dhruv @ jiNcb_8FNC"" posts a big blind of 1.00",2020-11-27T07:51:07.082Z,160646346708305
"""josh @ Cg8enqeOhO"" posts a small blind of 0.50",2020-11-27T07:51:07.082Z,160646346708304
"Player stacks: #7 ""Dhruv @ jiNcb_8FNC"" (144.17) | #10 ""josh @ Cg8enqeOhO"" (251.00)",2020-11-27T07:51:07.082Z,160646346708301
"-- starting hand #417  (No Limit Texas Hold'em) (dealer: ""josh @ Cg8enqeOhO"") --",2020-11-27T07:51:07.082Z,160646346708300
"-- ending hand #416 --",2020-11-27T07:51:04.163Z,160646346416402
"""josh @ Cg8enqeOhO"" collected 1.00 from pot",2020-11-27T07:51:04.163Z,160646346416401
"Uncalled bet of 0.50 returned to ""josh @ Cg8enqeOhO""",2020-11-27T07:51:04.163Z,160646346416400
"""Dhruv @ jiNcb_8FNC"" folds",2020-11-27T07:51:03.355Z,160646346335500
"""josh @ Cg8enqeOhO"" posts a big blind of 1.00",2020-11-27T07:51:00.291Z,160646346029305
"""Dhruv @ jiNcb_8FNC"" posts a small blind of 0.50",2020-11-27T07:51:00.291Z,160646346029304
"Player stacks: #7 ""Dhruv @ jiNcb_8FNC"" (144.67) | #10 ""josh @ Cg8enqeOhO"" (250.50)",2020-11-27T07:51:00.291Z,160646346029301
"-- starting hand #416  (No Limit Texas Hold'em) (dealer: ""Dhruv @ jiNcb_8FNC"") --",2020-11-27T07:51:00.291Z,160646346029300
"-- ending hand #415 --",2020-11-27T07:50:57.380Z,160646345738102
"""Dhruv @ jiNcb_8FNC"" collected 1.00 from pot",2020-11-27T07:50:57.380Z,160646345738101
"Uncalled bet of 0.50 returned to ""Dhruv @ jiNcb_8FNC""",2020-11-27T07:50:57.380Z,160646345738100
"""josh @ Cg8enqeOhO"" folds",2020-11-27T07:50:56.571Z,160646345657100
"""Dhruv @ jiNcb_8FNC"" posts a big blind of 1.00",2020-11-27T07:50:53.304Z,160646345330505
"""josh @ Cg8enqeOhO"" posts a small blind of 0.50",2020-11-27T07:50:53.304Z,160646345330504
"Player stacks: #7 ""Dhruv @ jiNcb_8FNC"" (144.17) | #10 ""josh @ Cg8enqeOhO"" (251.00)",2020-11-27T07:50:53.304Z,160646345330501
"-- starting hand #415  (No Limit Texas Hold'em) (dealer: ""josh @ Cg8enqeOhO"") --",2020-11-27T07:50:53.304Z,160646345330500
"""Dhruv @ jiNcb_8FNC"" shows a 8♣, 5♣.",2020-11-27T07:50:50.081Z,160646345008200
"-- ending hand #414 --",2020-11-27T07:50:49.670Z,160646344967102
"""Dhruv @ jiNcb_8FNC"" collected 5.00 from pot",2020-11-27T07:50:49.670Z,160646344967101
"Uncalled bet of 5.00 returned to ""Dhruv @ jiNcb_8FNC""",2020-11-27T07:50:49.670Z,160646344967100
"""josh @ Cg8enqeOhO"" folds",2020-11-27T07:50:48.863Z,160646344886300
"""Dhruv @ jiNcb_8FNC"" bets 5.00",2020-11-27T07:50:33.960Z,160646343396000
"""josh @ Cg8enqeOhO"" checks",2020-11-27T07:50:30.558Z,160646343055900
"river: 7♥, 7♦, 10♦, 3♣ [6♥]",2020-11-27T07:50:29.461Z,160646342946500
"""Dhruv @ jiNcb_8FNC"" checks",2020-11-27T07:50:28.656Z,160646342865600
"""josh @ Cg8enqeOhO"" checks",2020-11-27T07:50:27.272Z,160646342727200
"turn: 7♥, 7♦, 10♦ [3♣]",2020-11-27T07:50:26.090Z,160646342609100
"""Dhruv @ jiNcb_8FNC"" checks",2020-11-27T07:50:25.282Z,160646342528300
"""josh @ Cg8enqeOhO"" checks",2020-11-27T07:50:22.595Z,160646342259600
"flop:  [7♥, 7♦, 10♦]",2020-11-27T07:50:20.825Z,160646342082600
"""josh @ Cg8enqeOhO"" calls 2.50",2020-11-27T07:50:20.018Z,160646342001900
"""Dhruv @ jiNcb_8FNC"" raises to 2.50",2020-11-27T07:50:16.204Z,160646341620500
"""josh @ Cg8enqeOhO"" posts a big blind of 1.00",2020-11-27T07:50:11.068Z,160646341107005
"""Dhruv @ jiNcb_8FNC"" posts a small blind of 0.50",2020-11-27T07:50:11.068Z,160646341107004
"Player stacks: #7 ""Dhruv @ jiNcb_8FNC"" (141.67) | #10 ""josh @ Cg8enqeOhO"" (253.50)",2020-11-27T07:50:11.068Z,160646341107001
"-- starting hand #414  (No Limit Texas Hold'em) (dealer: ""Dhruv @ jiNcb_8FNC"") --",2020-11-27T07:50:11.068Z,160646341107000
"""Dhruv @ jiNcb_8FNC"" shows a K♠, A♦.",2020-11-27T07:50:08.010Z,160646340801000
"-- ending hand #413 --",2020-11-27T07:50:07.430Z,160646340743102
"""Dhruv @ jiNcb_8FNC"" collected 1.00 from pot",2020-11-27T07:50:07.430Z,160646340743101
"Uncalled bet of 0.50 returned to ""Dhruv @ jiNcb_8FNC""",2020-11-27T07:50:07.430Z,160646340743100
"""josh @ Cg8enqeOhO"" folds",2020-11-27T07:50:06.620Z,160646340662100
"""Dhruv @ jiNcb_8FNC"" posts a big blind of 1.00",2020-11-27T07:50:05.257Z,160646340525805
"""josh @ Cg8enqeOhO"" posts a small blind of 0.50",2020-11-27T07:50:05.257Z,160646340525804
"Player stacks: #7 ""Dhruv @ jiNcb_8FNC"" (141.17) | #10 ""josh @ Cg8enqeOhO"" (254.00)",2020-11-27T07:50:05.257Z,160646340525801
"-- starting hand #413  (No Limit Texas Hold'em) (dealer: ""josh @ Cg8enqeOhO"") --",2020-11-27T07:50:05.257Z,160646340525800
"-- ending hand #412 --",2020-11-27T07:50:02.347Z,160646340234802
"""josh @ Cg8enqeOhO"" collected 13.00 from pot",2020-11-27T07:50:02.347Z,160646340234801
"Uncalled bet of 5.00 returned to ""josh @ Cg8enqeOhO""",2020-11-27T07:50:02.347Z,160646340234800
"""Dhruv @ jiNcb_8FNC"" folds",2020-11-27T07:50:01.525Z,160646340152500
"""josh @ Cg8enqeOhO"" bets 5.00",2020-11-27T07:50:00.376Z,160646340037700
"flop:  [5♥, 8♠, K♥]",2020-11-27T07:49:53.631Z,160646339363300
"""Dhruv @ jiNcb_8FNC"" calls 6.50",2020-11-27T07:49:52.823Z,160646339282300
"""josh @ Cg8enqeOhO"" raises to 6.50",2020-11-27T07:49:47.309Z,160646338731000
"""Dhruv @ jiNcb_8FNC"" raises to 2.50",2020-11-27T07:49:42.436Z,160646338243700
"""josh @ Cg8enqeOhO"" posts a big blind of 1.00",2020-11-27T07:49:40.051Z,160646338005405
"""Dhruv @ jiNcb_8FNC"" posts a small blind of 0.50",2020-11-27T07:49:40.051Z,160646338005404
"Player stacks: #7 ""Dhruv @ jiNcb_8FNC"" (147.67) | #10 ""josh @ Cg8enqeOhO"" (247.50)",2020-11-27T07:49:40.051Z,160646338005301
"-- starting hand #412  (No Limit Texas Hold'em) (dealer: ""Dhruv @ jiNcb_8FNC"") --",2020-11-27T07:49:40.051Z,160646338005300
"-- ending hand #411 --",2020-11-27T07:49:37.127Z,160646337712702
"""josh @ Cg8enqeOhO"" collected 2.00 from pot",2020-11-27T07:49:37.127Z,160646337712701
"Uncalled bet of 1.25 returned to ""josh @ Cg8enqeOhO""",2020-11-27T07:49:37.127Z,160646337712700
"""Dhruv @ jiNcb_8FNC"" folds",2020-11-27T07:49:36.321Z,160646337632200
"""josh @ Cg8enqeOhO"" raises to 2.25",2020-11-27T07:49:33.886Z,160646337388700
"""Dhruv @ jiNcb_8FNC"" posts a big blind of 1.00",2020-11-27T07:49:30.679Z,160646337068305
"""josh @ Cg8enqeOhO"" posts a small blind of 0.50",2020-11-27T07:49:30.679Z,160646337068304
"Player stacks: #7 ""Dhruv @ jiNcb_8FNC"" (148.67) | #10 ""josh @ Cg8enqeOhO"" (246.50)",2020-11-27T07:49:30.679Z,160646337068301
"-- starting hand #411  (No Limit Texas Hold'em) (dealer: ""josh @ Cg8enqeOhO"") --",2020-11-27T07:49:30.679Z,160646337068300
"-- ending hand #410 --",2020-11-27T07:49:27.767Z,160646336776702
"""josh @ Cg8enqeOhO"" collected 2.00 from pot",2020-11-27T07:49:27.767Z,160646336776701
"Uncalled bet of 3.00 returned to ""josh @ Cg8enqeOhO""",2020-11-27T07:49:27.767Z,160646336776700
"""Dhruv @ jiNcb_8FNC"" folds",2020-11-27T07:49:26.960Z,160646336696100
"""josh @ Cg8enqeOhO"" raises to 4.00",2020-11-27T07:49:25.278Z,160646336527800
"""Dhruv @ jiNcb_8FNC"" calls 1.00",2020-11-27T07:49:21.149Z,160646336115000
"""josh @ Cg8enqeOhO"" posts a big blind of 1.00",2020-11-27T07:49:18.158Z,160646335815905
"""Dhruv @ jiNcb_8FNC"" posts a small blind of 0.50",2020-11-27T07:49:18.158Z,160646335815904
"Player stacks: #7 ""Dhruv @ jiNcb_8FNC"" (149.67) | #10 ""josh @ Cg8enqeOhO"" (245.50)",2020-11-27T07:49:18.158Z,160646335815901
"-- starting hand #410  (No Limit Texas Hold'em) (dealer: ""Dhruv @ jiNcb_8FNC"") --",2020-11-27T07:49:18.158Z,160646335815900
"""Dhruv @ jiNcb_8FNC"" shows a A♦, K♣.",2020-11-27T07:49:14.944Z,160646335494500
"-- ending hand #409 --",2020-11-27T07:49:14.545Z,160646335454602
"""Dhruv @ jiNcb_8FNC"" collected 11.24 from pot",2020-11-27T07:49:14.545Z,160646335454601
"Uncalled bet of 8.43 returned to ""Dhruv @ jiNcb_8FNC""",2020-11-27T07:49:14.545Z,160646335454600
"""josh @ Cg8enqeOhO"" folds",2020-11-27T07:49:13.736Z,160646335373700
"""Dhruv @ jiNcb_8FNC"" bets 8.43",2020-11-27T07:49:09.014Z,160646334901500
"flop:  [Q♠, J♠, 8♣]",2020-11-27T07:49:05.551Z,160646334555200
"""josh @ Cg8enqeOhO"" calls 5.62",2020-11-27T07:49:04.746Z,160646334474700
"""Dhruv @ jiNcb_8FNC"" raises to 5.62",2020-11-27T07:48:58.823Z,160646333882400
"""josh @ Cg8enqeOhO"" raises to 2.25",2020-11-27T07:48:55.367Z,160646333536800
"""Dhruv @ jiNcb_8FNC"" posts a big blind of 1.00",2020-11-27T07:48:48.703Z,160646332870605
"""josh @ Cg8enqeOhO"" posts a small blind of 0.50",2020-11-27T07:48:48.703Z,160646332870604
"Player stacks: #7 ""Dhruv @ jiNcb_8FNC"" (144.05) | #10 ""josh @ Cg8enqeOhO"" (251.12)",2020-11-27T07:48:48.703Z,160646332870601
"-- starting hand #409  (No Limit Texas Hold'em) (dealer: ""josh @ Cg8enqeOhO"") --",2020-11-27T07:48:48.703Z,160646332870600
"-- ending hand #408 --",2020-11-27T07:48:45.782Z,160646332578302
"""Dhruv @ jiNcb_8FNC"" collected 2.00 from pot",2020-11-27T07:48:45.782Z,160646332578301
"Uncalled bet of 2.00 returned to ""Dhruv @ jiNcb_8FNC""",2020-11-27T07:48:45.782Z,160646332578300
"""josh @ Cg8enqeOhO"" folds",2020-11-27T07:48:44.975Z,160646332497600
"""Dhruv @ jiNcb_8FNC"" raises to 3.00",2020-11-27T07:48:38.982Z,160646331898300
"""josh @ Cg8enqeOhO"" posts a big blind of 1.00",2020-11-27T07:48:36.254Z,160646331625505
"""Dhruv @ jiNcb_8FNC"" posts a small blind of 0.50",2020-11-27T07:48:36.254Z,160646331625504
"Player stacks: #7 ""Dhruv @ jiNcb_8FNC"" (143.05) | #10 ""josh @ Cg8enqeOhO"" (252.12)",2020-11-27T07:48:36.254Z,160646331625501
"-- starting hand #408  (No Limit Texas Hold'em) (dealer: ""Dhruv @ jiNcb_8FNC"") --",2020-11-27T07:48:36.254Z,160646331625500
"-- ending hand #407 --",2020-11-27T07:48:29.734Z,160646330973602
"""josh @ Cg8enqeOhO"" collected 27.50 from pot with Two Pair, 9's & 7's (combination: 9♠, 9♥, 7♠, 7♦, K♥)",2020-11-27T07:48:29.734Z,160646330973601
"""josh @ Cg8enqeOhO"" shows a 9♠, 7♠.",2020-11-27T07:48:29.734Z,160646330973600
"""Dhruv @ jiNcb_8FNC"" calls 11.50",2020-11-27T07:48:28.930Z,160646330893000
"""josh @ Cg8enqeOhO"" raises to 11.50",2020-11-27T07:48:13.462Z,160646329346300
"""Dhruv @ jiNcb_8FNC"" bets 3.37",2020-11-27T07:47:56.372Z,160646327637300
"river: 7♦, K♥, Q♣, 9♥ [8♠]",2020-11-27T07:47:52.896Z,160646327290100
"""josh @ Cg8enqeOhO"" checks",2020-11-27T07:47:52.089Z,160646327209000
"""Dhruv @ jiNcb_8FNC"" checks",2020-11-27T07:47:50.446Z,160646327044700
"turn: 7♦, K♥, Q♣ [9♥]",2020-11-27T07:47:46.515Z,160646326651700
"""josh @ Cg8enqeOhO"" checks",2020-11-27T07:47:45.707Z,160646326570800
"""Dhruv @ jiNcb_8FNC"" checks",2020-11-27T07:47:44.198Z,160646326419800
"flop:  [7♦, K♥, Q♣]",2020-11-27T07:47:42.366Z,160646326236700
"""Dhruv @ jiNcb_8FNC"" calls 2.25",2020-11-27T07:47:41.551Z,160646326155300
"""josh @ Cg8enqeOhO"" raises to 2.25",2020-11-27T07:47:38.889Z,160646325889000
"""Dhruv @ jiNcb_8FNC"" posts a big blind of 1.00",2020-11-27T07:47:34.879Z,160646325488005
"""josh @ Cg8enqeOhO"" posts a small blind of 0.50",2020-11-27T07:47:34.879Z,160646325488004
"Player stacks: #7 ""Dhruv @ jiNcb_8FNC"" (156.80) | #10 ""josh @ Cg8enqeOhO"" (238.37)",2020-11-27T07:47:34.879Z,160646325488001
"-- starting hand #407  (No Limit Texas Hold'em) (dealer: ""josh @ Cg8enqeOhO"") --",2020-11-27T07:47:34.879Z,160646325488000
"-- ending hand #406 --",2020-11-27T07:47:31.966Z,160646325196702
"""Dhruv @ jiNcb_8FNC"" collected 5.00 from pot",2020-11-27T07:47:31.966Z,160646325196701
"Uncalled bet of 2.50 returned to ""Dhruv @ jiNcb_8FNC""",2020-11-27T07:47:31.966Z,160646325196700
"""josh @ Cg8enqeOhO"" folds",2020-11-27T07:47:31.146Z,160646325114700
"""Dhruv @ jiNcb_8FNC"" bets 2.50",2020-11-27T07:47:28.334Z,160646324833500
"""josh @ Cg8enqeOhO"" checks",2020-11-27T07:47:24.328Z,160646324433200
"flop:  [K♥, 9♥, 5♣]",2020-11-27T07:47:22.088Z,160646324208800
"""josh @ Cg8enqeOhO"" calls 2.50",2020-11-27T07:47:21.278Z,160646324127800
"""Dhruv @ jiNcb_8FNC"" raises to 2.50",2020-11-27T07:47:17.781Z,160646323778200
"""josh @ Cg8enqeOhO"" posts a big blind of 1.00",2020-11-27T07:47:14.016Z,160646323401705
"""Dhruv @ jiNcb_8FNC"" posts a small blind of 0.50",2020-11-27T07:47:14.016Z,160646323401704
"Player stacks: #7 ""Dhruv @ jiNcb_8FNC"" (154.30) | #10 ""josh @ Cg8enqeOhO"" (240.87)",2020-11-27T07:47:14.016Z,160646323401701
"-- starting hand #406  (No Limit Texas Hold'em) (dealer: ""Dhruv @ jiNcb_8FNC"") --",2020-11-27T07:47:14.016Z,160646323401700
"-- ending hand #405 --",2020-11-27T07:47:11.104Z,160646323110502
"""josh @ Cg8enqeOhO"" collected 9.50 from pot",2020-11-27T07:47:11.104Z,160646323110501
"Uncalled bet of 5.00 returned to ""josh @ Cg8enqeOhO""",2020-11-27T07:47:11.104Z,160646323110500
"""Dhruv @ jiNcb_8FNC"" folds",2020-11-27T07:47:10.300Z,160646323030100
"""josh @ Cg8enqeOhO"" bets 5.00",2020-11-27T07:47:09.238Z,160646322923800
"""Dhruv @ jiNcb_8FNC"" checks",2020-11-27T07:47:03.220Z,160646322322100
"turn: 6♥, 10♦, 8♥ [10♥]",2020-11-27T07:47:00.780Z,160646322078100
"""Dhruv @ jiNcb_8FNC"" calls 2.00",2020-11-27T07:46:59.973Z,160646321997400
"""josh @ Cg8enqeOhO"" bets 2.00",2020-11-27T07:46:58.042Z,160646321804300
"""Dhruv @ jiNcb_8FNC"" checks",2020-11-27T07:46:50.627Z,160646321062800
"flop:  [6♥, 10♦, 8♥]",2020-11-27T07:46:48.760Z,160646320876000
"""Dhruv @ jiNcb_8FNC"" calls 2.75",2020-11-27T07:46:47.955Z,160646320795600
"""josh @ Cg8enqeOhO"" raises to 2.75",2020-11-27T07:46:45.893Z,160646320589400
"""Dhruv @ jiNcb_8FNC"" posts a big blind of 1.00",2020-11-27T07:46:41.426Z,160646320142705
"""josh @ Cg8enqeOhO"" posts a small blind of 0.50",2020-11-27T07:46:41.426Z,160646320142704
"Player stacks: #7 ""Dhruv @ jiNcb_8FNC"" (159.05) | #10 ""josh @ Cg8enqeOhO"" (236.12)",2020-11-27T07:46:41.426Z,160646320142701
"-- starting hand #405  (No Limit Texas Hold'em) (dealer: ""josh @ Cg8enqeOhO"") --",2020-11-27T07:46:41.426Z,160646320142700
"-- ending hand #404 --",2020-11-27T07:46:34.880Z,160646319488102
"""josh @ Cg8enqeOhO"" collected 13.00 from pot with Pair, 8's (combination: 8♥, 8♠, Q♥, J♠, 9♥)",2020-11-27T07:46:34.880Z,160646319488101
"""josh @ Cg8enqeOhO"" shows a 8♥, J♠.",2020-11-27T07:46:34.880Z,160646319488100
"""Dhruv @ jiNcb_8FNC"" calls 3.50",2020-11-27T07:46:34.073Z,160646319407400
"""josh @ Cg8enqeOhO"" bets 3.50",2020-11-27T07:46:29.733Z,160646318973300
"river: 3♦, 9♥, 8♠, Q♥ [2♦]",2020-11-27T07:46:23.769Z,160646318377100
"""Dhruv @ jiNcb_8FNC"" checks",2020-11-27T07:46:22.959Z,160646318296000
"""josh @ Cg8enqeOhO"" checks",2020-11-27T07:46:19.500Z,160646317950000
"turn: 3♦, 9♥, 8♠ [Q♥]",2020-11-27T07:46:18.148Z,160646317814900
"""Dhruv @ jiNcb_8FNC"" checks",2020-11-27T07:46:17.343Z,160646317734300
"""josh @ Cg8enqeOhO"" checks",2020-11-27T07:46:15.687Z,160646317568800
"flop:  [3♦, 9♥, 8♠]",2020-11-27T07:46:14.146Z,160646317414700
"""josh @ Cg8enqeOhO"" calls 3.00",2020-11-27T07:46:13.341Z,160646317334200
"""Dhruv @ jiNcb_8FNC"" raises to 3.00",2020-11-27T07:46:11.108Z,160646317111000
"""josh @ Cg8enqeOhO"" posts a big blind of 1.00",2020-11-27T07:46:08.018Z,160646316802005
"""Dhruv @ jiNcb_8FNC"" posts a small blind of 0.50",2020-11-27T07:46:08.018Z,160646316802004
"Player stacks: #7 ""Dhruv @ jiNcb_8FNC"" (165.55) | #10 ""josh @ Cg8enqeOhO"" (229.62)",2020-11-27T07:46:08.018Z,160646316802001
"-- starting hand #404  (No Limit Texas Hold'em) (dealer: ""Dhruv @ jiNcb_8FNC"") --",2020-11-27T07:46:08.018Z,160646316802000
"-- ending hand #403 --",2020-11-27T07:46:05.082Z,160646316508302
"""josh @ Cg8enqeOhO"" collected 2.00 from pot",2020-11-27T07:46:05.082Z,160646316508301
"Uncalled bet of 1.25 returned to ""josh @ Cg8enqeOhO""",2020-11-27T07:46:05.082Z,160646316508300
"""Dhruv @ jiNcb_8FNC"" folds",2020-11-27T07:46:04.275Z,160646316427600
"""josh @ Cg8enqeOhO"" raises to 2.25",2020-11-27T07:46:02.816Z,160646316281700
"""Dhruv @ jiNcb_8FNC"" posts a big blind of 1.00",2020-11-27T07:45:59.188Z,160646315918905
"""josh @ Cg8enqeOhO"" posts a small blind of 0.50",2020-11-27T07:45:59.188Z,160646315918904
"Player stacks: #7 ""Dhruv @ jiNcb_8FNC"" (166.55) | #10 ""josh @ Cg8enqeOhO"" (228.62)",2020-11-27T07:45:59.188Z,160646315918901
"-- starting hand #403  (No Limit Texas Hold'em) (dealer: ""josh @ Cg8enqeOhO"") --",2020-11-27T07:45:59.188Z,160646315918900
"""Dhruv @ jiNcb_8FNC"" shows a 8♦, 6♣.",2020-11-27T07:45:56.275Z,160646315627600
"-- ending hand #402 --",2020-11-27T07:45:55.565Z,160646315556702
"""Dhruv @ jiNcb_8FNC"" collected 2.00 from pot",2020-11-27T07:45:55.565Z,160646315556701
"Uncalled bet of 2.00 returned to ""Dhruv @ jiNcb_8FNC""",2020-11-27T07:45:55.565Z,160646315556700
"""josh @ Cg8enqeOhO"" folds",2020-11-27T07:45:54.755Z,160646315475600
"""Dhruv @ jiNcb_8FNC"" raises to 3.00",2020-11-27T07:45:52.444Z,160646315244500
"""josh @ Cg8enqeOhO"" posts a big blind of 1.00",2020-11-27T07:45:49.729Z,160646314973005
"""Dhruv @ jiNcb_8FNC"" posts a small blind of 0.50",2020-11-27T07:45:49.729Z,160646314973004
"Player stacks: #7 ""Dhruv @ jiNcb_8FNC"" (165.55) | #10 ""josh @ Cg8enqeOhO"" (229.62)",2020-11-27T07:45:49.729Z,160646314973001
"-- starting hand #402  (No Limit Texas Hold'em) (dealer: ""Dhruv @ jiNcb_8FNC"") --",2020-11-27T07:45:49.729Z,160646314973000
"-- ending hand #401 --",2020-11-27T07:45:46.820Z,160646314682102
"""josh @ Cg8enqeOhO"" collected 4.50 from pot",2020-11-27T07:45:46.820Z,160646314682101
"Uncalled bet of 2.15 returned to ""josh @ Cg8enqeOhO""",2020-11-27T07:45:46.820Z,160646314682100
"""Dhruv @ jiNcb_8FNC"" folds",2020-11-27T07:45:46.013Z,160646314601400
"""josh @ Cg8enqeOhO"" bets 2.15",2020-11-27T07:45:44.079Z,160646314408000
"""Dhruv @ jiNcb_8FNC"" checks",2020-11-27T07:45:31.930Z,160646313193000
