entry,at,order
"""BDSuckout @ _9tNhnOi1R"" posts a big blind of 1.00",2020-11-29T09:04:32.418Z,160664067243008
"""Ali @ cv5oh807ya"" posts a small blind of 0.50",2020-11-29T09:04:32.418Z,160664067243007
"Player stacks: #1 ""BDSuckout @ _9tNhnOi1R"" (103.49) | #3 ""Rochan @ P0QrvaiQ24"" (132.04) | #6 ""Ali @ cv5oh807ya"" (350.63)",2020-11-29T09:04:32.418Z,160664067243003
"-- starting hand #150  (No Limit Texas Hold'em) (dealer: ""Rochan @ P0QrvaiQ24"") --",2020-11-29T09:04:32.418Z,160664067243002
"The player ""Alec @ KVDhf8i-06"" quits the game with a stack of 138.92.",2020-11-29T09:04:32.418Z,160664067243001
"The player ""LilChao @ htnsWI6fkW"" quits the game with a stack of 299.56.",2020-11-29T09:04:32.418Z,160664067243000
"""Rochan @ P0QrvaiQ24"" shows a A♠, 8♥.",2020-11-29T09:04:30.503Z,160664067050400
"""Ali @ cv5oh807ya"" shows a 8♣, 7♣.",2020-11-29T09:04:28.330Z,160664066833400
"""BDSuckout @ _9tNhnOi1R"" shows a 3♣, 5♣.",2020-11-29T09:04:27.615Z,160664066761600
"-- ending hand #149 --",2020-11-29T09:04:27.413Z,160664066741402
"""Ali @ cv5oh807ya"" collected 105.00 from pot",2020-11-29T09:04:27.413Z,160664066741401
"Uncalled bet of 245.63 returned to ""Ali @ cv5oh807ya""",2020-11-29T09:04:27.413Z,160664066741400
"""BDSuckout @ _9tNhnOi1R"" folds",2020-11-29T09:04:26.606Z,160664066660700
"""Ali @ cv5oh807ya"" raises to 277.13 and go all in",2020-11-29T09:03:57.520Z,160664063752000
"""BDSuckout @ _9tNhnOi1R"" bets 31.50",2020-11-29T09:03:51.376Z,160664063138000
"""Ali @ cv5oh807ya"" checks",2020-11-29T09:03:48.747Z,160664062874800
"turn: K♣, 4♣, K♠ [10♣]",2020-11-29T09:03:46.113Z,160664062611500
"""Alec @ KVDhf8i-06"" folds",2020-11-29T09:03:45.308Z,160664062530800
"""Ali @ cv5oh807ya"" calls 14.00",2020-11-29T09:03:44.448Z,160664062444900
"""Rochan @ P0QrvaiQ24"" folds",2020-11-29T09:03:39.254Z,160664061925500
"""BDSuckout @ _9tNhnOi1R"" bets 14.00",2020-11-29T09:03:38.035Z,160664061803600
"""Alec @ KVDhf8i-06"" checks",2020-11-29T09:03:35.715Z,160664061571600
"""Ali @ cv5oh807ya"" checks",2020-11-29T09:03:34.348Z,160664061434900
"""Rochan @ P0QrvaiQ24"" checks",2020-11-29T09:03:32.546Z,160664061254600
"flop:  [K♣, 4♣, K♠]",2020-11-29T09:03:30.730Z,160664061073100
"""Ali @ cv5oh807ya"" calls 3.50",2020-11-29T09:03:29.925Z,160664060992600
"""Rochan @ P0QrvaiQ24"" calls 3.50",2020-11-29T09:03:28.516Z,160664060851700
"""BDSuckout @ _9tNhnOi1R"" calls 3.50",2020-11-29T09:03:26.215Z,160664060621600
"""Alec @ KVDhf8i-06"" raises to 3.50",2020-11-29T09:03:25.306Z,160664060530700
"""LilChao @ htnsWI6fkW"" folds",2020-11-29T09:03:22.278Z,160664060227800
"""Ali @ cv5oh807ya"" posts a big blind of 1.00",2020-11-29T09:03:19.203Z,160664059920809
"""Rochan @ P0QrvaiQ24"" posts a small blind of 0.50",2020-11-29T09:03:19.203Z,160664059920808
"Player stacks: #1 ""BDSuckout @ _9tNhnOi1R"" (152.49) | #3 ""Rochan @ P0QrvaiQ24"" (135.54) | #6 ""Ali @ cv5oh807ya"" (294.63) | #7 ""LilChao @ htnsWI6fkW"" (299.56) | #8 ""Alec @ KVDhf8i-06"" (142.42)",2020-11-29T09:03:19.203Z,160664059920802
"-- starting hand #149  (No Limit Texas Hold'em) (dealer: ""BDSuckout @ _9tNhnOi1R"") --",2020-11-29T09:03:19.203Z,160664059920801
"The player ""ken @ Saixf2blen"" quits the game with a stack of 345.06.",2020-11-29T09:03:19.203Z,160664059920800
"-- ending hand #148 --",2020-11-29T09:03:16.292Z,160664059629502
"""LilChao @ htnsWI6fkW"" collected 11.00 from pot",2020-11-29T09:03:16.292Z,160664059629501
"Uncalled bet of 7.00 returned to ""LilChao @ htnsWI6fkW""",2020-11-29T09:03:16.292Z,160664059629500
"""Rochan @ P0QrvaiQ24"" folds",2020-11-29T09:03:15.484Z,160664059548500
"""Alec @ KVDhf8i-06"" folds",2020-11-29T09:03:14.575Z,160664059457600
"""LilChao @ htnsWI6fkW"" bets 7.00",2020-11-29T09:03:09.375Z,160664058937600
"""Rochan @ P0QrvaiQ24"" checks",2020-11-29T09:03:05.237Z,160664058523700
"turn: 3♣, 2♦, 6♦ [3♠]",2020-11-29T09:03:03.845Z,160664058384700
"""Alec @ KVDhf8i-06"" checks",2020-11-29T09:03:03.039Z,160664058304000
"""LilChao @ htnsWI6fkW"" checks",2020-11-29T09:03:01.357Z,160664058135800
"""Rochan @ P0QrvaiQ24"" checks",2020-11-29T09:02:55.480Z,160664057548100
"flop:  [3♣, 2♦, 6♦]",2020-11-29T09:02:52.611Z,160664057261200
"""Rochan @ P0QrvaiQ24"" calls 3.50",2020-11-29T09:02:51.799Z,160664057180000
"""BDSuckout @ _9tNhnOi1R"" folds",2020-11-29T09:02:47.144Z,160664056714500
"""Alec @ KVDhf8i-06"" calls 3.50",2020-11-29T09:02:46.275Z,160664056627600
"""LilChao @ htnsWI6fkW"" raises to 3.50",2020-11-29T09:02:44.529Z,160664056453000
"""Ali @ cv5oh807ya"" folds",2020-11-29T09:02:40.726Z,160664056072700
"""ken @ Saixf2blen"" folds",2020-11-29T09:02:39.509Z,160664055951000
"""Rochan @ P0QrvaiQ24"" posts a big blind of 1.00",2020-11-29T09:02:37.234Z,160664055723510
"""BDSuckout @ _9tNhnOi1R"" posts a small blind of 0.50",2020-11-29T09:02:37.234Z,160664055723509
"Your hand is 4♥, 5♦",2020-11-29T09:02:37.234Z,160664055723505
"Player stacks: #1 ""BDSuckout @ _9tNhnOi1R"" (152.99) | #3 ""Rochan @ P0QrvaiQ24"" (139.04) | #4 ""ken @ Saixf2blen"" (345.06) | #6 ""Ali @ cv5oh807ya"" (294.63) | #7 ""LilChao @ htnsWI6fkW"" (292.06) | #8 ""Alec @ KVDhf8i-06"" (145.92)",2020-11-29T09:02:37.234Z,160664055723502
"-- starting hand #148  (No Limit Texas Hold'em) (dead button) --",2020-11-29T09:02:37.234Z,160664055723501
"The player ""austin @ J177rrX9xq"" stand up with the stack of 281.12.",2020-11-29T09:02:37.234Z,160664055723500
"""Rochan @ P0QrvaiQ24"" shows a 6♦, 3♥.",2020-11-29T09:02:32.452Z,160664055245300
"-- ending hand #147 --",2020-11-29T09:02:29.692Z,160664054969303
"""Ali @ cv5oh807ya"" shows a A♣, K♦.",2020-11-29T09:02:29.692Z,160664054969302
"""Alec @ KVDhf8i-06"" collected 51.00 from pot with Two Pair, 10's & 7's (combination: 10♦, 10♣, 7♥, 7♦, J♥)",2020-11-29T09:02:29.692Z,160664054969301
"""Alec @ KVDhf8i-06"" shows a 10♦, J♥.",2020-11-29T09:02:29.692Z,160664054969300
"""Alec @ KVDhf8i-06"" checks",2020-11-29T09:02:28.887Z,160664054888800
"""Ali @ cv5oh807ya"" checks",2020-11-29T09:02:27.226Z,160664054722700
"river: 3♣, 9♥, 10♣, 7♥ [7♦]",2020-11-29T09:02:22.725Z,160664054273500
"""Alec @ KVDhf8i-06"" checks",2020-11-29T09:02:21.917Z,160664054191700
"""Ali @ cv5oh807ya"" checks",2020-11-29T09:02:20.229Z,160664054023000
"turn: 3♣, 9♥, 10♣ [7♥]",2020-11-29T09:02:02.238Z,160664052224000
"""ken @ Saixf2blen"" folds",2020-11-29T09:02:01.432Z,160664052143200
"""Alec @ KVDhf8i-06"" calls 13.00",2020-11-29T09:02:00.040Z,160664052004000
"""Ali @ cv5oh807ya"" bets 13.00",2020-11-29T09:01:58.667Z,160664051867000
"""ken @ Saixf2blen"" checks",2020-11-29T09:01:53.610Z,160664051361000
"flop:  [3♣, 9♥, 10♣]",2020-11-29T09:01:52.306Z,160664051230700
"""ken @ Saixf2blen"" calls 8.00",2020-11-29T09:01:51.500Z,160664051150100
"""BDSuckout @ _9tNhnOi1R"" folds",2020-11-29T09:01:49.075Z,160664050907500
"""Alec @ KVDhf8i-06"" calls 8.00",2020-11-29T09:01:43.278Z,160664050327900
"""LilChao @ htnsWI6fkW"" folds",2020-11-29T09:01:42.243Z,160664050224400
"""Ali @ cv5oh807ya"" raises to 8.00",2020-11-29T09:01:41.367Z,160664050136800
"""ken @ Saixf2blen"" raises to 2.50",2020-11-29T09:01:38.421Z,160664049842200
"""Rochan @ P0QrvaiQ24"" folds",2020-11-29T09:01:34.887Z,160664049488800
"""austin @ J177rrX9xq"" folds",2020-11-29T09:01:33.453Z,160664049345400
"""BDSuckout @ _9tNhnOi1R"" posts a big blind of 1.00",2020-11-29T09:01:31.359Z,160664049137011
"Dead Small Blind",2020-11-29T09:01:31.359Z,160664049137010
"Your hand is 2♦, 2♥",2020-11-29T09:01:31.359Z,160664049137006
"Player stacks: #1 ""BDSuckout @ _9tNhnOi1R"" (153.99) | #2 ""austin @ J177rrX9xq"" (281.12) | #3 ""Rochan @ P0QrvaiQ24"" (139.04) | #4 ""ken @ Saixf2blen"" (353.06) | #6 ""Ali @ cv5oh807ya"" (315.63) | #7 ""LilChao @ htnsWI6fkW"" (292.06) | #8 ""Alec @ KVDhf8i-06"" (115.92)",2020-11-29T09:01:31.359Z,160664049137002
"-- starting hand #147  (No Limit Texas Hold'em) (dealer: ""Alec @ KVDhf8i-06"") --",2020-11-29T09:01:31.359Z,160664049137001
"The player ""Vijith @ FsOqtgHAwl"" quits the game with a stack of 449.18.",2020-11-29T09:01:31.359Z,160664049137000
"-- ending hand #146 --",2020-11-29T09:01:24.326Z,160664048432803
"""BDSuckout @ _9tNhnOi1R"" shows a 10♥, A♦.",2020-11-29T09:01:24.326Z,160664048432802
"""LilChao @ htnsWI6fkW"" collected 172.48 from pot with Pair, K's (combination: K♦, K♣, Q♦, 10♠, 9♦)",2020-11-29T09:01:24.326Z,160664048432801
"""LilChao @ htnsWI6fkW"" shows a K♦, Q♦.",2020-11-29T09:01:24.326Z,160664048432800
"""LilChao @ htnsWI6fkW"" calls 43.12",2020-11-29T09:01:23.517Z,160664048351800
"""BDSuckout @ _9tNhnOi1R"" bets 43.12",2020-11-29T09:01:10.406Z,160664047040700
"river: 5♣, 10♠, 9♦, 2♦ [K♣]",2020-11-29T09:01:08.286Z,160664046829100
"""LilChao @ htnsWI6fkW"" calls 25.87",2020-11-29T09:01:07.479Z,160664046748000
"""Ali @ cv5oh807ya"" folds",2020-11-29T09:01:04.297Z,160664046429800
"""BDSuckout @ _9tNhnOi1R"" bets 25.87",2020-11-29T09:01:01.025Z,160664046102600
"turn: 5♣, 10♠, 9♦ [2♦]",2020-11-29T09:00:59.177Z,160664045917900
"""LilChao @ htnsWI6fkW"" checks",2020-11-29T09:00:58.372Z,160664045837300
"""Ali @ cv5oh807ya"" checks",2020-11-29T09:00:54.607Z,160664045460700
"""BDSuckout @ _9tNhnOi1R"" checks",2020-11-29T09:00:47.491Z,160664044749200
"flop:  [5♣, 10♠, 9♦]",2020-11-29T09:00:46.577Z,160664044658400
"""BDSuckout @ _9tNhnOi1R"" calls 11.00",2020-11-29T09:00:45.767Z,160664044576800
"""Vijith @ FsOqtgHAwl"" folds",2020-11-29T09:00:44.890Z,160664044489000
"""Alec @ KVDhf8i-06"" folds",2020-11-29T09:00:42.436Z,160664044243700
"""LilChao @ htnsWI6fkW"" calls 11.00",2020-11-29T09:00:41.553Z,160664044155400
"""Ali @ cv5oh807ya"" raises to 11.00",2020-11-29T09:00:37.574Z,160664043757500
"""ken @ Saixf2blen"" folds",2020-11-29T09:00:27.130Z,160664042713100
"""Rochan @ P0QrvaiQ24"" folds",2020-11-29T09:00:26.304Z,160664042630400
"""austin @ J177rrX9xq"" folds",2020-11-29T09:00:24.653Z,160664042465300
"""BDSuckout @ _9tNhnOi1R"" raises to 3.00",2020-11-29T09:00:22.946Z,160664042294700
"""Vijith @ FsOqtgHAwl"" posts a big blind of 1.00",2020-11-29T09:00:20.821Z,160664042082211
"""Alec @ KVDhf8i-06"" posts a small blind of 0.50",2020-11-29T09:00:20.821Z,160664042082210
"Your hand is 2♣, 9♣",2020-11-29T09:00:20.821Z,160664042082205
"Player stacks: #1 ""BDSuckout @ _9tNhnOi1R"" (233.98) | #2 ""austin @ J177rrX9xq"" (281.12) | #3 ""Rochan @ P0QrvaiQ24"" (139.04) | #4 ""ken @ Saixf2blen"" (353.06) | #6 ""Ali @ cv5oh807ya"" (326.63) | #7 ""LilChao @ htnsWI6fkW"" (199.57) | #8 ""Alec @ KVDhf8i-06"" (116.42) | #10 ""Vijith @ FsOqtgHAwl"" (450.18)",2020-11-29T09:00:20.821Z,160664042082201
"-- starting hand #146  (No Limit Texas Hold'em) (dealer: ""LilChao @ htnsWI6fkW"") --",2020-11-29T09:00:20.821Z,160664042082200
"-- ending hand #145 --",2020-11-29T09:00:17.894Z,160664041789502
"""Alec @ KVDhf8i-06"" collected 23.00 from pot",2020-11-29T09:00:17.894Z,160664041789501
"Uncalled bet of 32.00 returned to ""Alec @ KVDhf8i-06""",2020-11-29T09:00:17.894Z,160664041789500
"""Rochan @ P0QrvaiQ24"" folds",2020-11-29T09:00:17.089Z,160664041709000
"""Alec @ KVDhf8i-06"" bets 32.00",2020-11-29T09:00:15.901Z,160664041590200
"river: 8♠, 4♠, 9♠, Q♦ [7♣]",2020-11-29T09:00:10.124Z,160664041012900
"""Ali @ cv5oh807ya"" folds",2020-11-29T09:00:09.312Z,160664040931500
"""Rochan @ P0QrvaiQ24"" calls 6.00",2020-11-29T09:00:08.116Z,160664040811700
"""Alec @ KVDhf8i-06"" bets 6.00",2020-11-29T09:00:06.273Z,160664040627500
"turn: 8♠, 4♠, 9♠ [Q♦]",2020-11-29T09:00:01.334Z,160664040133700
"""Ali @ cv5oh807ya"" checks",2020-11-29T09:00:00.523Z,160664040052700
"""Rochan @ P0QrvaiQ24"" checks",2020-11-29T08:59:56.820Z,160664039682100
"""Alec @ KVDhf8i-06"" checks",2020-11-29T08:59:55.833Z,160664039583300
"flop:  [8♠, 4♠, 9♠]",2020-11-29T08:59:50.460Z,160664039046200
"""Rochan @ P0QrvaiQ24"" calls 3.50",2020-11-29T08:59:49.655Z,160664038965600
"""Alec @ KVDhf8i-06"" calls 3.50",2020-11-29T08:59:46.948Z,160664038694800
"""LilChao @ htnsWI6fkW"" folds",2020-11-29T08:59:45.051Z,160664038505100
"""Ali @ cv5oh807ya"" raises to 3.50",2020-11-29T08:59:44.169Z,160664038417000
"""ken @ Saixf2blen"" folds",2020-11-29T08:59:41.259Z,160664038126000
"""Rochan @ P0QrvaiQ24"" calls 1.00",2020-11-29T08:59:40.431Z,160664038043200
"""austin @ J177rrX9xq"" folds",2020-11-29T08:59:38.344Z,160664037834600
"""BDSuckout @ _9tNhnOi1R"" folds",2020-11-29T08:59:37.476Z,160664037747700
"""Vijith @ FsOqtgHAwl"" folds",2020-11-29T08:59:36.611Z,160664037661200
"""Alec @ KVDhf8i-06"" posts a big blind of 1.00",2020-11-29T08:59:31.531Z,160664037153211
"""LilChao @ htnsWI6fkW"" posts a small blind of 0.50",2020-11-29T08:59:31.531Z,160664037153210
"Your hand is 3♠, 10♣",2020-11-29T08:59:31.531Z,160664037153205
"Player stacks: #1 ""BDSuckout @ _9tNhnOi1R"" (233.98) | #2 ""austin @ J177rrX9xq"" (281.12) | #3 ""Rochan @ P0QrvaiQ24"" (148.54) | #4 ""ken @ Saixf2blen"" (353.06) | #6 ""Ali @ cv5oh807ya"" (330.13) | #7 ""LilChao @ htnsWI6fkW"" (200.07) | #8 ""Alec @ KVDhf8i-06"" (102.92) | #10 ""Vijith @ FsOqtgHAwl"" (450.18)",2020-11-29T08:59:31.531Z,160664037153201
"-- starting hand #145  (No Limit Texas Hold'em) (dealer: ""Ali @ cv5oh807ya"") --",2020-11-29T08:59:31.531Z,160664037153200
"""Rochan @ P0QrvaiQ24"" shows a 2♥, 5♥.",2020-11-29T08:59:30.063Z,160664037006300
"""BDSuckout @ _9tNhnOi1R"" shows a K♠, Q♦.",2020-11-29T08:59:27.443Z,160664036744300
"""LilChao @ htnsWI6fkW"" shows a J♠, J♦.",2020-11-29T08:59:27.236Z,160664036723700
"-- ending hand #144 --",2020-11-29T08:59:26.498Z,160664036649902
"""LilChao @ htnsWI6fkW"" collected 24.00 from pot",2020-11-29T08:59:26.498Z,160664036649901
"Uncalled bet of 26.00 returned to ""LilChao @ htnsWI6fkW""",2020-11-29T08:59:26.498Z,160664036649900
"""Ali @ cv5oh807ya"" folds",2020-11-29T08:59:25.689Z,160664036568900
"""ken @ Saixf2blen"" folds",2020-11-29T08:59:24.524Z,160664036452500
"""Rochan @ P0QrvaiQ24"" folds",2020-11-29T08:59:23.694Z,160664036369500
"""austin @ J177rrX9xq"" folds",2020-11-29T08:59:18.429Z,160664035843000
"""BDSuckout @ _9tNhnOi1R"" folds",2020-11-29T08:59:17.564Z,160664035756500
"""LilChao @ htnsWI6fkW"" raises to 30.00",2020-11-29T08:59:04.837Z,160664034483700
"""Ali @ cv5oh807ya"" calls 4.00",2020-11-29T08:58:56.808Z,160664033681200
"""ken @ Saixf2blen"" calls 4.00",2020-11-29T08:58:52.881Z,160664033288200
"""Rochan @ P0QrvaiQ24"" calls 4.00",2020-11-29T08:58:50.929Z,160664033093000
"""austin @ J177rrX9xq"" calls 4.00",2020-11-29T08:58:40.919Z,160664032092000
"""BDSuckout @ _9tNhnOi1R"" raises to 4.00",2020-11-29T08:58:38.603Z,160664031860300
"""Vijith @ FsOqtgHAwl"" folds",2020-11-29T08:58:28.388Z,160664030838900
"""Alec @ KVDhf8i-06"" folds",2020-11-29T08:58:27.510Z,160664030751100
"""LilChao @ htnsWI6fkW"" posts a big blind of 1.00",2020-11-29T08:58:26.127Z,160664030612911
"""Ali @ cv5oh807ya"" posts a small blind of 0.50",2020-11-29T08:58:26.127Z,160664030612910
"Your hand is 9♦, 10♦",2020-11-29T08:58:26.127Z,160664030612905
"Player stacks: #1 ""BDSuckout @ _9tNhnOi1R"" (237.98) | #2 ""austin @ J177rrX9xq"" (285.12) | #3 ""Rochan @ P0QrvaiQ24"" (152.54) | #4 ""ken @ Saixf2blen"" (357.06) | #6 ""Ali @ cv5oh807ya"" (334.13) | #7 ""LilChao @ htnsWI6fkW"" (180.07) | #8 ""Alec @ KVDhf8i-06"" (102.92) | #10 ""Vijith @ FsOqtgHAwl"" (450.18)",2020-11-29T08:58:26.127Z,160664030612901
"-- starting hand #144  (No Limit Texas Hold'em) (dealer: ""ken @ Saixf2blen"") --",2020-11-29T08:58:26.127Z,160664030612900
"-- ending hand #143 --",2020-11-29T08:58:23.206Z,160664030320602
"""LilChao @ htnsWI6fkW"" collected 75.00 from pot",2020-11-29T08:58:23.206Z,160664030320601
"Uncalled bet of 37.50 returned to ""LilChao @ htnsWI6fkW""",2020-11-29T08:58:23.206Z,160664030320600
"""Alec @ KVDhf8i-06"" folds",2020-11-29T08:58:22.399Z,160664030240000
"""LilChao @ htnsWI6fkW"" raises to 59.50",2020-11-29T08:58:18.708Z,160664029870900
"""Alec @ KVDhf8i-06"" bets 22.00",2020-11-29T08:58:09.461Z,160664028946200
"""LilChao @ htnsWI6fkW"" checks",2020-11-29T08:58:05.856Z,160664028585600
"turn: 5♥, 10♥, 7♥ [7♦]",2020-11-29T08:58:02.488Z,160664028249100
"""LilChao @ htnsWI6fkW"" calls 8.00",2020-11-29T08:58:01.676Z,160664028167700
"""Rochan @ P0QrvaiQ24"" folds",2020-11-29T08:57:59.005Z,160664027900600
"""Alec @ KVDhf8i-06"" bets 8.00",2020-11-29T08:57:57.142Z,160664027714300
"""LilChao @ htnsWI6fkW"" checks",2020-11-29T08:57:51.819Z,160664027182000
"flop:  [5♥, 10♥, 7♥]",2020-11-29T08:57:48.274Z,160664026827500
"""LilChao @ htnsWI6fkW"" calls 4.50",2020-11-29T08:57:47.466Z,160664026746700
"""Ali @ cv5oh807ya"" folds",2020-11-29T08:57:45.226Z,160664026522700
"""ken @ Saixf2blen"" folds",2020-11-29T08:57:44.049Z,160664026405000
"""Rochan @ P0QrvaiQ24"" calls 4.50",2020-11-29T08:57:43.222Z,160664026322300
"""austin @ J177rrX9xq"" folds",2020-11-29T08:57:34.975Z,160664025497500
"""BDSuckout @ _9tNhnOi1R"" folds",2020-11-29T08:57:34.109Z,160664025411000
"""Vijith @ FsOqtgHAwl"" folds",2020-11-29T08:57:33.247Z,160664025324800
"""Alec @ KVDhf8i-06"" raises to 4.50",2020-11-29T08:57:31.495Z,160664025149600
"""LilChao @ htnsWI6fkW"" calls 1.00",2020-11-29T08:57:27.527Z,160664024752800
"""Ali @ cv5oh807ya"" posts a big blind of 1.00",2020-11-29T08:57:24.584Z,160664024458511
"""ken @ Saixf2blen"" posts a small blind of 0.50",2020-11-29T08:57:24.584Z,160664024458510
"Your hand is Q♠, 4♥",2020-11-29T08:57:24.584Z,160664024458505
"Player stacks: #1 ""BDSuckout @ _9tNhnOi1R"" (237.98) | #2 ""austin @ J177rrX9xq"" (285.12) | #3 ""Rochan @ P0QrvaiQ24"" (157.04) | #4 ""ken @ Saixf2blen"" (357.56) | #6 ""Ali @ cv5oh807ya"" (335.13) | #7 ""LilChao @ htnsWI6fkW"" (139.57) | #8 ""Alec @ KVDhf8i-06"" (137.42) | #10 ""Vijith @ FsOqtgHAwl"" (450.18)",2020-11-29T08:57:24.584Z,160664024458501
"-- starting hand #143  (No Limit Texas Hold'em) (dealer: ""Rochan @ P0QrvaiQ24"") --",2020-11-29T08:57:24.584Z,160664024458500
"""Rochan @ P0QrvaiQ24"" shows a 6♥, 5♦.",2020-11-29T08:57:21.925Z,160664024192500
"-- ending hand #142 --",2020-11-29T08:57:20.973Z,160664024097402
"""Ali @ cv5oh807ya"" collected 59.00 from pot",2020-11-29T08:57:20.973Z,160664024097401
"Uncalled bet of 65.00 returned to ""Ali @ cv5oh807ya""",2020-11-29T08:57:20.973Z,160664024097400
"""ken @ Saixf2blen"" folds",2020-11-29T08:57:20.167Z,160664024016800
"""Ali @ cv5oh807ya"" bets 65.00",2020-11-29T08:57:15.697Z,160664023569800
"""ken @ Saixf2blen"" checks",2020-11-29T08:57:04.346Z,160664022434700
"river: 10♥, 5♣, 4♠, 5♠ [Q♥]",2020-11-29T08:57:03.222Z,160664022322600
"""ken @ Saixf2blen"" calls 15.00",2020-11-29T08:57:02.415Z,160664022241600
"""BDSuckout @ _9tNhnOi1R"" folds",2020-11-29T08:56:59.016Z,160664021901600
"""Ali @ cv5oh807ya"" bets 15.00",2020-11-29T08:56:57.832Z,160664021783300
"""ken @ Saixf2blen"" checks",2020-11-29T08:56:49.442Z,160664020944300
"turn: 10♥, 5♣, 4♠ [5♠]",2020-11-29T08:56:47.937Z,160664020793900
"""ken @ Saixf2blen"" calls 6.00",2020-11-29T08:56:47.126Z,160664020712700
"""BDSuckout @ _9tNhnOi1R"" calls 6.00",2020-11-29T08:56:44.143Z,160664020414400
"""Ali @ cv5oh807ya"" bets 6.00",2020-11-29T08:56:42.510Z,160664020251000
"""ken @ Saixf2blen"" checks",2020-11-29T08:56:38.383Z,160664019838500
"flop:  [10♥, 5♣, 4♠]",2020-11-29T08:56:37.017Z,160664019701800
"""ken @ Saixf2blen"" calls 3.50",2020-11-29T08:56:36.205Z,160664019620600
"""Rochan @ P0QrvaiQ24"" folds",2020-11-29T08:56:34.481Z,160664019448100
"""austin @ J177rrX9xq"" folds",2020-11-29T08:56:33.190Z,160664019319100
"""BDSuckout @ _9tNhnOi1R"" calls 3.50",2020-11-29T08:56:28.954Z,160664018895500
"""Vijith @ FsOqtgHAwl"" folds",2020-11-29T08:56:28.091Z,160664018809100
